host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-2104-009-tess0035.stratus.rno.ebay.com,8049,SUCCESS,59849.1214156972
hdc49-mcc10-01-0710-3503-010-tess0035.stratus.rno.ebay.com,10258,SUCCESS,53675.232527366774
hdc49-mcc10-01-0710-2202-032-tess0035.stratus.rno.ebay.com,9049,SUCCESS,51603.29041831543
hdc49-mcc10-01-0710-2003-002-tess0035.stratus.rno.ebay.com,11019,SUCCESS,49461.55863891642
hdc49-mcc10-01-0910-1701-008-tess0028.stratus.rno.ebay.com,9556,SUCCESS,48210.753563885955
hdc49-mcc10-01-0710-3503-030-tess0035.stratus.rno.ebay.com,10773,SUCCESS,47948.00405542413
hdc49-mcc10-01-0710-2104-006-tess0035.stratus.rno.ebay.com,10801,SUCCESS,47409.74517070979
hdc49-mcc10-01-0710-4102-031-tess0035.stratus.rno.ebay.com,11482,SUCCESS,47128.1145318903
hdc49-mcc10-01-0710-3709-037-tess0035.stratus.rno.ebay.com,12099,SUCCESS,43405.44689831174
hdc49-mcc10-01-0710-3302-013-tess0035.stratus.rno.ebay.com,12670,SUCCESS,41716.67335270409
hdc49-mcc10-01-0710-3708-009-tess0035.stratus.rno.ebay.com,12696,SUCCESS,41351.61847988077
hdc49-mcc10-01-0710-2604-017-tess0035.stratus.rno.ebay.com,13265,SUCCESS,39196.61547323644
hdc49-mcc10-01-0710-3908-005-tess0035.stratus.rno.ebay.com,11241,SUCCESS,38398.333936555246
hdc49-mcc10-01-0710-3709-009-tess0035.stratus.rno.ebay.com,11701,SUCCESS,37520.4342334942
hdc49-mcc10-01-0710-3503-028-tess0035.stratus.rno.ebay.com,11912,SUCCESS,37154.95664150173
hdc49-mcc10-01-0710-2003-034-tess0035.stratus.rno.ebay.com,12129,SUCCESS,36902.3987284287
hdc49-mcc10-01-0710-3804-034-tess0035.stratus.rno.ebay.com,12237,SUCCESS,36268.26340882002
hdc49-mcc10-01-0710-2603-023-tess0035.stratus.rno.ebay.com,12270,SUCCESS,35560.53289726818
hdc49-mcc10-01-0710-3509-004-tess0035.stratus.rno.ebay.com,14825,SUCCESS,34919.01685526628
hdc49-mcc10-01-0710-3804-016-tess0035.stratus.rno.ebay.com,12795,SUCCESS,34086.729904129796
