Hosts,CpuTime(ms)
hdc49-mcc10-01-0710-2603-010-tess0035.stratus.rno.ebay.com,116238
hdc49-mcc10-01-0710-4102-007-tess0035.stratus.rno.ebay.com,101165
hdc49-mcc10-01-0710-3908-005-tess0035.stratus.rno.ebay.com,97171
hdc49-mcc10-01-0710-3509-001-tess0035.stratus.rno.ebay.com,88383
hdc49-mcc10-01-0710-2509-004-tess0035.stratus.rno.ebay.com,83938
hdc49-mcc10-01-0710-1804-036-tess0035.stratus.rno.ebay.com,80209
hdc49-mcc10-01-0710-3908-015-tess0035.stratus.rno.ebay.com,79642
hdc49-mcc10-01-0710-3302-013-tess0035.stratus.rno.ebay.com,76608
hdc49-mcc10-01-0710-4102-010-tess0035.stratus.rno.ebay.com,73762
hdc49-mcc10-01-0710-4205-002-tess0035.stratus.rno.ebay.com,73751
hdc49-mcc10-01-0910-1701-008-tess0028.stratus.rno.ebay.com,73352
hdc49-mcc10-01-0910-1901-018-tess0028.stratus.rno.ebay.com,70975
hdc49-mcc10-01-0710-3908-006-tess0035.stratus.rno.ebay.com,70626
hdc49-mcc10-01-0710-2102-033-tess0035.stratus.rno.ebay.com,70130
hdc49-mcc10-01-0910-1701-024-tess0028.stratus.rno.ebay.com,69599
hdc49-mcc10-01-0710-2202-033-tess0035.stratus.rno.ebay.com,66934
hdc49-mcc10-01-0710-2604-038-tess0035.stratus.rno.ebay.com,64851
hdc49-mcc10-01-0710-2003-012-tess0035.stratus.rno.ebay.com,64816
hdc49-mcc10-01-0910-2703-014-tess0028.stratus.rno.ebay.com,60659
hdc49-mcc10-01-0710-1902-031-tess0035.stratus.rno.ebay.com,60480
hdc49-mcc10-01-0710-2003-034-tess0035.stratus.rno.ebay.com,50225
hdc49-mcc10-01-0710-4105-003-tess0035.stratus.rno.ebay.com,48952
hdc49-mcc10-01-0710-2603-023-tess0035.stratus.rno.ebay.com,45666
hdc49-mcc10-01-0710-3804-016-tess0035.stratus.rno.ebay.com,45424
hdc49-mcc10-01-0710-2003-027-tess0035.stratus.rno.ebay.com,42299
hdc49-mcc10-01-0710-2603-030-tess0035.stratus.rno.ebay.com,40310
hdc49-mcc10-01-0910-1710-032-tess0028.stratus.rno.ebay.com,40063
hdc49-mcc10-01-0710-1903-030-tess0035.stratus.rno.ebay.com,39642
hdc49-mcc10-01-0710-2510-036-tess0035.stratus.rno.ebay.com,38918
hdc49-mcc10-01-0710-1902-035-tess0035.stratus.rno.ebay.com,38902
hdc49-mcc10-01-0910-1710-018-tess0028.stratus.rno.ebay.com,38805
hdc49-mcc10-01-0710-2605-004-tess0035.stratus.rno.ebay.com,38760
hdc49-mcc10-01-0710-3409-038-tess0035.stratus.rno.ebay.com,38694
hdc49-mcc10-01-0710-3709-019-tess0035.stratus.rno.ebay.com,38628
hdc49-mcc10-01-0710-4105-036-tess0035.stratus.rno.ebay.com,38223
hdc49-mcc10-01-0710-3509-030-tess0035.stratus.rno.ebay.com,37883
