host,duration,status,taskMetrics.shuffleReadMetrics.remoteBytesRead.rateInKB
hdc49-mcc10-01-0710-2509-009-tess0035.stratus.rno.ebay.com,8322,SUCCESS,12574.494287797765
hdc49-mcc10-01-0710-2003-038-tess0035.stratus.rno.ebay.com,8426,SUCCESS,12446.55598223929
hdc49-mcc10-01-0710-4205-017-tess0035.stratus.rno.ebay.com,8560,SUCCESS,12298.010868281157
hdc49-mcc10-01-0710-3306-021-tess0035.stratus.rno.ebay.com,8664,SUCCESS,12118.947141190198
hdc49-mcc10-01-0710-4205-026-tess0035.stratus.rno.ebay.com,8842,SUCCESS,11827.142073379815
hdc49-mcc10-01-0710-3709-037-tess0035.stratus.rno.ebay.com,8962,SUCCESS,11662.629596210241
hdc49-mcc10-01-0710-3409-010-tess0035.stratus.rno.ebay.com,9153,SUCCESS,11400.844939852113
hdc49-mcc10-01-0710-4105-031-tess0035.stratus.rno.ebay.com,9225,SUCCESS,11338.051599474145
hdc49-mcc10-01-0710-2510-019-tess0035.stratus.rno.ebay.com,9367,SUCCESS,11182.317123139961
hdc49-mcc10-01-0710-4105-003-tess0035.stratus.rno.ebay.com,9428,SUCCESS,11162.853483386923
hdc49-mcc10-01-0710-3503-004-tess0035.stratus.rno.ebay.com,9561,SUCCESS,10922.719792986903
hdc49-mcc10-01-0710-2605-028-tess0035.stratus.rno.ebay.com,11294,SUCCESS,10586.107570076772
hdc49-mcc10-01-0910-1803-029-tess0028.stratus.rno.ebay.com,9910,SUCCESS,10577.396272532844
hdc49-mcc10-01-0710-2003-022-tess0035.stratus.rno.ebay.com,9943,SUCCESS,10548.541383162385
hdc49-mcc10-01-0710-3804-038-tess0035.stratus.rno.ebay.com,10041,SUCCESS,10421.912261306532
hdc49-mcc10-01-0710-3908-005-tess0035.stratus.rno.ebay.com,10156,SUCCESS,10269.167345721951
hdc49-mcc10-01-0710-1902-011-tess0035.stratus.rno.ebay.com,10851,SUCCESS,9702.926160141356
hdc49-mcc10-01-0710-2003-034-tess0035.stratus.rno.ebay.com,11093,SUCCESS,9423.027181818183
hdc49-mcc10-01-0710-3908-001-tess0035.stratus.rno.ebay.com,11382,SUCCESS,9174.961644078307
hdc49-mcc10-01-0910-1803-026-tess0028.stratus.rno.ebay.com,11485,SUCCESS,9084.056814190375
