host,duration,status,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime
hdc49-mcc10-01-0910-1803-026-tess0028.stratus.rno.ebay.com,11485,SUCCESS,10891,5976366
hdc49-mcc10-01-0710-3908-001-tess0035.stratus.rno.ebay.com,11382,SUCCESS,10215,4638297
hdc49-mcc10-01-0710-2605-028-tess0035.stratus.rno.ebay.com,11294,SUCCESS,9978,4410802
hdc49-mcc10-01-0710-2003-034-tess0035.stratus.rno.ebay.com,11093,SUCCESS,10640,4628555
hdc49-mcc10-01-0710-1902-011-tess0035.stratus.rno.ebay.com,10851,SUCCESS,10142,6284671
hdc49-mcc10-01-0710-3908-005-tess0035.stratus.rno.ebay.com,10156,SUCCESS,9844,5564763
hdc49-mcc10-01-0710-3804-038-tess0035.stratus.rno.ebay.com,10041,SUCCESS,9535,4152588
hdc49-mcc10-01-0710-2003-022-tess0035.stratus.rno.ebay.com,9943,SUCCESS,9460,4450793
hdc49-mcc10-01-0910-1803-029-tess0028.stratus.rno.ebay.com,9910,SUCCESS,9496,4289459
