host,duration,status,taskMetrics.shuffleReadMetrics.remoteBytesRead.rateInKB
hdc49-mcc10-01-0710-2202-033-tess0035.stratus.rno.ebay.com,72503,SUCCESS,0.00542847671142052
hdc49-mcc10-01-0710-4205-002-tess0035.stratus.rno.ebay.com,79679,SUCCESS,0.005355257203198069
hdc49-mcc10-01-0710-3509-001-tess0035.stratus.rno.ebay.com,97616,SUCCESS,0.0048812502563681855
hdc49-mcc10-01-0910-1701-024-tess0028.stratus.rno.ebay.com,71813,SUCCESS,0.004727703786346838
hdc49-mcc10-01-0710-2603-010-tess0035.stratus.rno.ebay.com,91223,SUCCESS,0.004521262002743484
hdc49-mcc10-01-0910-2703-014-tess0028.stratus.rno.ebay.com,63316,SUCCESS,0.004034618609876113
hdc49-mcc10-01-0710-2604-038-tess0035.stratus.rno.ebay.com,66581,SUCCESS,0.003985861472512597
hdc49-mcc10-01-0710-1804-036-tess0035.stratus.rno.ebay.com,87023,SUCCESS,0.003969258381462988
hdc49-mcc10-01-0710-4102-007-tess0035.stratus.rno.ebay.com,82026,SUCCESS,0.003796896555934024
hdc49-mcc10-01-0710-3908-015-tess0035.stratus.rno.ebay.com,97646,SUCCESS,0.0037946771960412286
hdc49-mcc10-01-0910-1701-008-tess0028.stratus.rno.ebay.com,72750,SUCCESS,0.003497033029063924
hdc49-mcc10-01-0710-2102-033-tess0035.stratus.rno.ebay.com,74383,SUCCESS,0.0034330025983117705
hdc49-mcc10-01-0910-1901-018-tess0028.stratus.rno.ebay.com,78022,SUCCESS,0.0032997791587489086
hdc49-mcc10-01-0710-3908-006-tess0035.stratus.rno.ebay.com,75016,SUCCESS,0.00301743704771823
hdc49-mcc10-01-0710-4102-010-tess0035.stratus.rno.ebay.com,80163,SUCCESS,0.0027731974216759106
hdc49-mcc10-01-0710-2509-004-tess0035.stratus.rno.ebay.com,93390,SUCCESS,0.0027337635884131305
hdc49-mcc10-01-0710-1902-031-tess0035.stratus.rno.ebay.com,62533,SUCCESS,0.002370769058260048
hdc49-mcc10-01-0710-3302-013-tess0035.stratus.rno.ebay.com,77808,SUCCESS,0.0014459262319420597
hdc49-mcc10-01-0710-3908-005-tess0035.stratus.rno.ebay.com,90635,SUCCESS,0.0012482325910215624
hdc49-mcc10-01-0710-2605-001-tess0035.stratus.rno.ebay.com,218,SUCCESS,0.0
