accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,139,2663,hdc49-mcc10-01-0710-3709-025-tess0035.stratus.rno.ebay.com,0,2020-07-30T05:20:14.479GMT,False,SUCCESS,30924580,PROCESS_LOCAL,0,0,94,6596126,13,97,0,0,0,0,0,0,0,0,201490432,0,11335,0,0,0,4,4,314,0,133,3,25632
[],0,627,3016,hdc49-mcc10-01-0710-1902-030-tess0035.stratus.rno.ebay.com,1,2020-07-30T05:20:14.479GMT,False,SUCCESS,30924581,PROCESS_LOCAL,0,0,528,11056635,20,576,0,0,0,0,0,0,0,0,213975040,0,11337,0,1,29205,230419,204,3414088,0,3310287,230418,2067095
[],0,5744,3028,hdc49-mcc10-01-0910-1803-008-tess0028.stratus.rno.ebay.com,2,2020-07-30T05:20:14.479GMT,False,SUCCESS,30924582,PROCESS_LOCAL,0,0,632,9759898,16,5693,0,0,0,0,0,0,0,0,207683584,0,11337,0,0,0,124283,190,1673678,0,1626348,124282,1631854
[],0,217,2397,hdc49-mcc10-01-0710-4102-010-tess0035.stratus.rno.ebay.com,3,2020-07-30T05:20:14.479GMT,False,SUCCESS,30924583,PROCESS_LOCAL,0,0,165,11903469,17,169,0,0,0,0,0,0,0,0,201490432,0,11339,0,0,0,21,17,1448,0,364,19,28357
[],0,169,2462,hdc49-mcc10-01-0710-2202-040-tess0035.stratus.rno.ebay.com,4,2020-07-30T05:20:14.479GMT,False,SUCCESS,30924584,PROCESS_LOCAL,0,0,113,6338343,10,129,0,0,0,0,0,0,0,0,201785344,0,11336,0,1,279,6928,200,118400,0,90448,6927,87010
[],0,191,3000,hdc49-mcc10-01-0710-3804-016-tess0035.stratus.rno.ebay.com,5,2020-07-30T05:20:14.479GMT,False,SUCCESS,30924585,PROCESS_LOCAL,0,0,131,8265622,26,135,0,0,0,0,0,0,0,0,67272704,1,11244,0,0,0,1,1,63,0,0,0,0
[],0,134,1784,hdc49-mcc10-01-0710-3602-012-tess0035.stratus.rno.ebay.com,6,2020-07-30T05:20:14.480GMT,False,SUCCESS,30924586,PROCESS_LOCAL,0,0,80,4831095,9,97,0,0,0,0,0,0,0,0,201490432,0,11336,0,1,84,1292,142,31740,0,15948,1291,39710
[],0,321,2617,hdc49-mcc10-01-0710-2510-004-tess0035.stratus.rno.ebay.com,7,2020-07-30T05:20:14.480GMT,False,SUCCESS,30924587,PROCESS_LOCAL,0,0,266,5302227,10,282,0,0,0,0,0,0,0,0,213975040,0,11337,0,1,18358,148522,207,2144991,0,2071879,148521,1220027
[],0,24691,2581,hdc49-mcc10-01-0710-3908-020-tess0035.stratus.rno.ebay.com,8,2020-07-30T05:20:14.480GMT,False,SUCCESS,30924588,PROCESS_LOCAL,301267610,0,24521,10390240,18,24641,0,0,0,0,58,1140850688,0,0,2013331456,1,11513,0,1,3456868,16523421,272,249160893,0,244742479,16523420,209053712
[],0,1234,3014,hdc49-mcc10-01-0710-2104-023-tess0035.stratus.rno.ebay.com,9,2020-07-30T05:20:14.480GMT,False,SUCCESS,30924589,PROCESS_LOCAL,0,0,160,7147407,11,1193,0,0,0,0,0,0,0,0,202178560,1,11379,0,0,0,16366,201,249763,0,216119,16365,182954
[],0,51882,3085,hdc49-mcc10-01-0710-2603-026-tess0035.stratus.rno.ebay.com,10,2020-07-30T05:20:14.480GMT,False,RUNNING,30924590,PROCESS_LOCAL,1973938234,0,0,0,0,0,0,0,0,0,165,6979321856,0,0,67174400,0,0,134,0,0,140000002,133,2164756453,0,0,0,0
