host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-2510-034-tess0035.stratus.rno.ebay.com,33220,SUCCESS,0.16389090031378228
hdc49-mcc10-01-0710-3503-005-tess0035.stratus.rno.ebay.com,31788,SUCCESS,0.1567545408678103
hdc49-mcc10-01-0710-2202-012-tess0035.stratus.rno.ebay.com,29196,SUCCESS,0.14971499210219077
hdc49-mcc10-01-0910-1710-012-tess0028.stratus.rno.ebay.com,33155,SUCCESS,0.13677177494936058
hdc49-mcc10-01-0710-2202-020-tess0035.stratus.rno.ebay.com,30537,SUCCESS,0.13644123440577807
hdc49-mcc10-01-0710-1804-007-tess0035.stratus.rno.ebay.com,30065,SUCCESS,0.1193810857676404
hdc49-mcc10-01-0710-3804-021-tess0035.stratus.rno.ebay.com,31634,SUCCESS,0.11694609070452888
hdc49-mcc10-01-0710-3602-012-tess0035.stratus.rno.ebay.com,34919,SUCCESS,0.11643658697586316
hdc49-mcc10-01-0710-1902-037-tess0035.stratus.rno.ebay.com,32008,SUCCESS,0.11093015972439711
hdc49-mcc10-01-0710-3302-002-tess0035.stratus.rno.ebay.com,29937,SUCCESS,0.10581301901955532
hdc49-mcc10-01-0710-3908-012-tess0035.stratus.rno.ebay.com,31232,SUCCESS,0.10536792089379736
hdc49-mcc10-01-0710-1903-029-tess0035.stratus.rno.ebay.com,28993,SUCCESS,0.1019434262397123
hdc49-mcc10-01-0710-2102-022-tess0035.stratus.rno.ebay.com,28162,SUCCESS,0.0982165106261792
hdc49-mcc10-01-0710-3509-009-tess0035.stratus.rno.ebay.com,36068,SUCCESS,0.09800216732890606
hdc49-mcc10-01-0710-3602-018-tess0035.stratus.rno.ebay.com,30721,SUCCESS,0.0960352422907489
hdc49-mcc10-01-0710-2102-005-tess0035.stratus.rno.ebay.com,34481,SUCCESS,0.09294350151127645
hdc49-mcc10-01-0710-2003-007-tess0035.stratus.rno.ebay.com,43115,SUCCESS,0.09068308550185873
hdc49-mcc10-01-0710-2603-034-tess0035.stratus.rno.ebay.com,41633,SUCCESS,0.08389285972131975
hdc49-mcc10-01-0710-2003-007-tess0035.stratus.rno.ebay.com,44974,SUCCESS,0.07759292666087615
hdc49-mcc10-01-0710-3302-012-tess0035.stratus.rno.ebay.com,32696,SUCCESS,0.07675566318241732
