host,duration,status
hdc49-mcc10-01-0710-3908-022-tess0035.stratus.rno.ebay.com,301184,RUNNING
hdc49-mcc10-01-0710-4205-016-tess0035.stratus.rno.ebay.com,291040,RUNNING
hdc49-mcc10-01-0710-2003-021-tess0035.stratus.rno.ebay.com,290664,RUNNING
hdc49-mcc10-01-0710-1903-005-tess0035.stratus.rno.ebay.com,290513,RUNNING
hdc49-mcc10-01-0710-3708-011-tess0035.stratus.rno.ebay.com,290192,RUNNING
hdc49-mcc10-01-0710-2104-012-tess0035.stratus.rno.ebay.com,290003,RUNNING
hdc49-mcc10-01-0710-2102-037-tess0035.stratus.rno.ebay.com,289943,RUNNING
hdc49-mcc10-01-0910-1710-029-tess0028.stratus.rno.ebay.com,289941,RUNNING
