host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0910-1710-036-tess0028.stratus.rno.ebay.com,1473,SUCCESS,12471.623376623376
hdc49-mcc10-01-0910-1803-021-tess0028.stratus.rno.ebay.com,1494,SUCCESS,12458.177874186551
hdc49-mcc10-01-0710-2510-020-tess0035.stratus.rno.ebay.com,1496,SUCCESS,12268.55713271824
hdc49-mcc10-01-0710-2605-011-tess0035.stratus.rno.ebay.com,1501,SUCCESS,12241.832390381895
hdc49-mcc10-01-0710-1902-005-tess0035.stratus.rno.ebay.com,1525,SUCCESS,11979.800977653631
hdc49-mcc10-01-0710-3306-016-tess0035.stratus.rno.ebay.com,1572,SUCCESS,11857.322184300341
hdc49-mcc10-01-0710-2605-036-tess0035.stratus.rno.ebay.com,1588,SUCCESS,11743.411684782608
hdc49-mcc10-01-0710-4102-033-tess0035.stratus.rno.ebay.com,1618,SUCCESS,11417.949768671513
hdc49-mcc10-01-0710-4105-020-tess0035.stratus.rno.ebay.com,859,SUCCESS,11304.119143239624
hdc49-mcc10-01-0710-2604-006-tess0035.stratus.rno.ebay.com,1642,SUCCESS,11273.855838225702
hdc49-mcc10-01-0710-3503-013-tess0035.stratus.rno.ebay.com,872,SUCCESS,11028.837056504599
hdc49-mcc10-01-0710-1804-019-tess0035.stratus.rno.ebay.com,1696,SUCCESS,10886.718966603654
hdc49-mcc10-01-0710-3708-035-tess0035.stratus.rno.ebay.com,1685,SUCCESS,10793.90482154039
hdc49-mcc10-01-0710-3709-001-tess0035.stratus.rno.ebay.com,1713,SUCCESS,10709.414906832299
hdc49-mcc10-01-0710-1903-011-tess0035.stratus.rno.ebay.com,1755,SUCCESS,10319.10744297719
hdc49-mcc10-01-0710-4205-027-tess0035.stratus.rno.ebay.com,908,SUCCESS,10219.154501216544
hdc49-mcc10-01-0910-1701-013-tess0028.stratus.rno.ebay.com,1855,SUCCESS,9765.467385138967
hdc49-mcc10-01-0710-4102-026-tess0035.stratus.rno.ebay.com,1993,SUCCESS,9112.909957627118
hdc49-mcc10-01-0910-1701-037-tess0028.stratus.rno.ebay.com,2044,SUCCESS,8990.440248318675
hdc49-mcc10-01-0910-1803-036-tess0028.stratus.rno.ebay.com,2256,SUCCESS,7938.716066481995
