host,duration,status,taskMetrics.executorDeserializeCpuTime,taskMetrics.shuffleWriteMetrics.writeTime
hdc49-mcc10-01-0710-2604-004-tess0035.stratus.rno.ebay.com,26350,SUCCESS,3258860,21522372
hdc49-mcc10-01-0710-2604-027-tess0035.stratus.rno.ebay.com,18657,SUCCESS,6325217,15129175
