host,duration,status,taskCpuRate,taskMetrics.executorRunTime,taskMetrics.executorCpuTime
hdc49-mcc10-01-0910-1803-023-tess0028.stratus.rno.ebay.com,94323,SUCCESS,0.4593067512946146,93271,42840
hdc49-mcc10-01-0710-3302-015-tess0035.stratus.rno.ebay.com,87070,SUCCESS,0.4092606162113123,85977,35187
hdc49-mcc10-01-0710-2202-034-tess0035.stratus.rno.ebay.com,84406,SUCCESS,0.4005981048004516,83263,33355
hdc49-mcc10-01-0710-3509-007-tess0035.stratus.rno.ebay.com,146502,SUCCESS,0.3833058305830583,145440,55748
hdc49-mcc10-01-0710-3306-004-tess0035.stratus.rno.ebay.com,163208,SUCCESS,0.3832385557625174,162134,62136
hdc49-mcc10-01-0710-3908-029-tess0035.stratus.rno.ebay.com,156760,SUCCESS,0.37631810616819067,155621,58563
hdc49-mcc10-01-0710-3908-018-tess0035.stratus.rno.ebay.com,157547,SUCCESS,0.36976443972954665,156478,57860
hdc49-mcc10-01-0710-1902-038-tess0035.stratus.rno.ebay.com,124501,SUCCESS,0.36805516168499175,123419,45425
hdc49-mcc10-01-0710-2202-028-tess0035.stratus.rno.ebay.com,85508,SUCCESS,0.354941526357572,84397,29956
hdc49-mcc10-01-0710-2604-023-tess0035.stratus.rno.ebay.com,130325,SUCCESS,0.3509844118670947,129265,45370
hdc49-mcc10-01-0710-3602-002-tess0035.stratus.rno.ebay.com,81937,SUCCESS,0.3198585331470192,80867,25866
hdc49-mcc10-01-0710-3708-019-tess0035.stratus.rno.ebay.com,158727,SUCCESS,0.3024857057640198,157581,47666
hdc49-mcc10-01-0710-3302-036-tess0035.stratus.rno.ebay.com,74161,SUCCESS,0.2913431118780558,73017,21273
hdc49-mcc10-01-0710-3509-021-tess0035.stratus.rno.ebay.com,83233,SUCCESS,0.2874444791992493,79925,22974
hdc49-mcc10-01-0710-3602-037-tess0035.stratus.rno.ebay.com,79146,SUCCESS,0.28659622158181236,78075,22376
hdc49-mcc10-01-0710-2104-027-tess0035.stratus.rno.ebay.com,207709,SUCCESS,0.2645473955332633,206549,54642
hdc49-mcc10-01-0710-3503-025-tess0035.stratus.rno.ebay.com,134850,SUCCESS,0.2569288725446228,133788,34374
hdc49-mcc10-01-0910-2703-010-tess0028.stratus.rno.ebay.com,123773,SUCCESS,0.23278862219324342,122695,28562
hdc49-mcc10-01-0710-3306-012-tess0035.stratus.rno.ebay.com,193727,SUCCESS,0.21861845963803206,192669,42121
hdc49-mcc10-01-0710-4205-031-tess0035.stratus.rno.ebay.com,247143,SUCCESS,0.15983728141293702,246069,39331
