host,duration,status
hdc49-mcc10-01-0910-2703-001-tess0028.stratus.rno.ebay.com,6772,FAILED
hdc49-mcc10-01-0710-2104-014-tess0035.stratus.rno.ebay.com,6634,FAILED
hdc49-mcc10-01-0710-3306-027-tess0035.stratus.rno.ebay.com,6175,FAILED
hdc49-mcc10-01-0710-4205-018-tess0035.stratus.rno.ebay.com,5830,FAILED
hdc49-mcc10-01-0710-4105-017-tess0035.stratus.rno.ebay.com,5766,FAILED
hdc49-mcc10-01-0710-2202-012-tess0035.stratus.rno.ebay.com,5667,FAILED
hdc49-mcc10-01-0710-1804-016-tess0035.stratus.rno.ebay.com,5656,FAILED
hdc49-mcc10-01-0710-3509-004-tess0035.stratus.rno.ebay.com,5615,FAILED
hdc49-mcc10-01-0910-1710-007-tess0028.stratus.rno.ebay.com,5558,FAILED
