accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,72289,206,hdc49-mcc10-01-0710-3509-037-tess0035.stratus.rno.ebay.com,0,2020-07-30T05:49:02.335GMT,False,RUNNING,32094373,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201326592,0,0,0,5,1746479,2781239,599,31169284,0,0,0,0
[],0,78738,291,hdc49-mcc10-01-0710-2104-026-tess0035.stratus.rno.ebay.com,1,2020-07-30T05:49:02.335GMT,False,RUNNING,32094374,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201326592,0,0,0,4,1254253,2777161,600,31170728,0,0,0,0
[],0,69839,427,hdc49-mcc10-01-0710-3302-010-tess0035.stratus.rno.ebay.com,2,2020-07-30T05:49:02.335GMT,False,RUNNING,32094375,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201326592,0,0,0,4,1225587,2779671,600,31193859,0,0,0,0
[],0,68894,295,hdc49-mcc10-01-0910-1901-002-tess0028.stratus.rno.ebay.com,3,2020-07-30T05:49:02.335GMT,False,RUNNING,32094376,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201326592,0,0,1407,4,1426698,2779916,600,31170894,0,0,0,0
[],0,80023,412,hdc49-mcc10-01-0710-2509-006-tess0035.stratus.rno.ebay.com,4,2020-07-30T05:49:02.335GMT,False,RUNNING,32094377,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,696,0,0,0,201326592,0,0,1,5,1283859,2776172,599,31103469,0,0,0,0
[],0,78944,377,hdc49-mcc10-01-0710-2603-012-tess0035.stratus.rno.ebay.com,5,2020-07-30T05:49:02.335GMT,False,RUNNING,32094378,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201326592,0,0,0,5,1480714,2778577,599,31119795,0,0,0,0
[],0,78232,112,hdc49-mcc10-01-0710-3602-014-tess0035.stratus.rno.ebay.com,6,2020-07-30T05:49:02.335GMT,False,RUNNING,32094379,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201326592,0,0,0,5,1731717,2779250,599,31149482,0,0,0,0
[],0,78307,22,hdc49-mcc10-01-0710-3708-010-tess0035.stratus.rno.ebay.com,7,2020-07-30T05:49:02.335GMT,False,RUNNING,32094380,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,238,0,0,0,201326592,0,0,2,5,2073753,2777913,600,31152743,0,0,0,0
[],0,72842,234,hdc49-mcc10-01-0910-1710-003-tess0028.stratus.rno.ebay.com,8,2020-07-30T05:49:02.335GMT,False,RUNNING,32094381,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201326592,0,0,0,4,1682799,2779939,600,31194735,0,0,0,0
[],0,65112,70,hdc49-mcc10-01-0710-3302-022-tess0035.stratus.rno.ebay.com,9,2020-07-30T05:49:02.336GMT,False,RUNNING,32094382,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,294,0,0,0,201326592,0,0,0,5,2201307,2779673,600,31197339,0,0,0,0
[],0,75127,119,hdc49-mcc10-01-0710-3409-020-tess0035.stratus.rno.ebay.com,10,2020-07-30T05:49:02.336GMT,False,RUNNING,32094383,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,368,0,0,0,201326592,0,0,0,5,1781613,2779549,599,31120727,0,0,0,0
[],0,71733,61,hdc49-mcc10-01-0910-1701-029-tess0028.stratus.rno.ebay.com,11,2020-07-30T05:49:02.336GMT,False,RUNNING,32094384,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201326592,0,0,1,5,1439343,2777213,599,31100503,0,0,0,0
[],0,65452,218,hdc49-mcc10-01-0910-1803-022-tess0028.stratus.rno.ebay.com,12,2020-07-30T05:49:02.336GMT,False,RUNNING,32094385,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201326592,0,0,0,4,1706172,2780678,600,31199305,0,0,0,0
[],0,64974,178,hdc49-mcc10-01-0910-2703-001-tess0028.stratus.rno.ebay.com,13,2020-07-30T05:49:02.336GMT,False,RUNNING,32094386,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,560,0,0,0,201326592,0,0,0,4,1712980,2780075,600,31181504,0,0,0,0
[],0,79754,520,hdc49-mcc10-01-0710-2510-015-tess0035.stratus.rno.ebay.com,14,2020-07-30T05:49:02.336GMT,False,RUNNING,32094387,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201326592,0,0,0,4,1387699,2780978,600,31211241,0,0,0,0
[],0,69772,48,hdc49-mcc10-01-0710-4205-004-tess0035.stratus.rno.ebay.com,15,2020-07-30T05:49:02.336GMT,False,RUNNING,32094388,PROCESS_LOCAL,506343983,0,0,0,0,0,0,0,0,0,0,1073741824,0,0,1006632992,0,0,2,5,1870464,31792179,2195,811911888,0,0,0,0
[],0,79614,92,hdc49-mcc10-01-0910-2703-008-tess0028.stratus.rno.ebay.com,16,2020-07-30T05:49:02.336GMT,False,RUNNING,32094389,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,378,0,0,0,201326592,0,0,0,4,1675763,2779680,600,31172771,0,0,0,0
[],0,82180,430,hdc49-mcc10-01-0910-1803-003-tess0028.stratus.rno.ebay.com,17,2020-07-30T05:49:02.336GMT,False,RUNNING,32094390,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201326592,0,0,1,4,1726418,2780240,600,31195512,0,0,0,0
[],0,80953,349,hdc49-mcc10-01-0710-2605-022-tess0035.stratus.rno.ebay.com,18,2020-07-30T05:49:02.336GMT,False,RUNNING,32094391,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201326592,0,0,0,5,2232448,2780584,600,31203296,0,0,0,0
[],0,71849,277,hdc49-mcc10-01-0710-2603-018-tess0035.stratus.rno.ebay.com,19,2020-07-30T05:49:02.336GMT,False,RUNNING,32094392,PROCESS_LOCAL,506404494,0,0,0,0,0,0,0,0,0,0,1073741824,0,0,1006632992,0,0,2,7,1914799,31838304,2201,812667800,0,0,0,0
