host,duration,status,taskCpuRate,taskMetrics.executorRunTime,taskMetrics.executorCpuTime
hdc49-mcc10-01-0710-3602-032-tess0035.stratus.rno.ebay.com,5159,SUCCESS,0.9726081001760908,5111,4971
hdc49-mcc10-01-0910-1701-012-tess0028.stratus.rno.ebay.com,5151,SUCCESS,0.9716187120767273,5109,4964
hdc49-mcc10-01-0910-1710-036-tess0028.stratus.rno.ebay.com,4844,SUCCESS,0.9687565090606124,4801,4651
hdc49-mcc10-01-0710-1804-037-tess0035.stratus.rno.ebay.com,4816,SUCCESS,0.9635143635982386,4769,4595
hdc49-mcc10-01-0710-2603-002-tess0035.stratus.rno.ebay.com,5414,FAILED,0.0,5392,0
hdc49-mcc10-01-0710-1804-016-tess0035.stratus.rno.ebay.com,5656,FAILED,0.0,5636,0
hdc49-mcc10-01-0910-1701-001-tess0028.stratus.rno.ebay.com,5375,FAILED,0.0,5355,0
hdc49-mcc10-01-0710-4205-018-tess0035.stratus.rno.ebay.com,5830,FAILED,0.0,5810,0
hdc49-mcc10-01-0710-2202-012-tess0035.stratus.rno.ebay.com,5667,FAILED,0.0,5646,0
hdc49-mcc10-01-0710-4105-017-tess0035.stratus.rno.ebay.com,5766,FAILED,0.0,5746,0
hdc49-mcc10-01-0710-3509-004-tess0035.stratus.rno.ebay.com,5615,FAILED,0.0,5595,0
hdc49-mcc10-01-0710-1903-038-tess0035.stratus.rno.ebay.com,5080,FAILED,0.0,5060,0
hdc49-mcc10-01-0710-2104-014-tess0035.stratus.rno.ebay.com,6634,FAILED,0.0,6349,0
hdc49-mcc10-01-0710-3306-027-tess0035.stratus.rno.ebay.com,6175,FAILED,0.0,6090,0
hdc49-mcc10-01-0710-2003-023-tess0035.stratus.rno.ebay.com,5274,FAILED,0.0,5253,0
hdc49-mcc10-01-0710-2510-001-tess0035.stratus.rno.ebay.com,5319,FAILED,0.0,5298,0
hdc49-mcc10-01-0910-1710-011-tess0028.stratus.rno.ebay.com,5531,FAILED,0.0,5509,0
hdc49-mcc10-01-0710-3709-039-tess0035.stratus.rno.ebay.com,4988,FAILED,0.0,4967,0
hdc49-mcc10-01-0910-1710-007-tess0028.stratus.rno.ebay.com,5558,FAILED,0.0,5536,0
hdc49-mcc10-01-0910-2703-001-tess0028.stratus.rno.ebay.com,6772,FAILED,0.0,6371,0
