accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,67298,1725,hdc49-mcc10-01-0910-1901-025-tess0028.stratus.rno.ebay.com,0,2020-07-30T05:48:23.900GMT,False,RUNNING,24988271,PROCESS_LOCAL,621460034,0,0,0,0,0,0,2092304811,454,90992636,423,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,67270,1331,hdc49-mcc10-01-0710-4205-036-tess0035.stratus.rno.ebay.com,1,2020-07-30T05:48:23.900GMT,False,RUNNING,24988272,PROCESS_LOCAL,621487079,0,0,0,0,0,0,2013001685,555,87465988,339,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,67257,786,hdc49-mcc10-01-0710-3509-014-tess0035.stratus.rno.ebay.com,2,2020-07-30T05:48:23.901GMT,False,RUNNING,24988273,PROCESS_LOCAL,621528313,0,0,0,0,0,0,1782752788,665,77659688,490,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,67206,1022,hdc49-mcc10-01-0710-1903-027-tess0035.stratus.rno.ebay.com,3,2020-07-30T05:48:23.901GMT,False,RUNNING,24988274,PROCESS_LOCAL,621502235,0,0,0,0,0,0,2093085726,841,91068434,352,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,82223,456,hdc49-mcc10-01-0710-1902-037-tess0035.stratus.rno.ebay.com,4,2020-07-30T05:48:23.901GMT,False,RUNNING,24988275,PROCESS_LOCAL,621530777,0,0,0,0,0,0,2330589755,447,101262035,400,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,69054,6,hdc49-mcc10-01-0710-2104-028-tess0035.stratus.rno.ebay.com,5,2020-07-30T05:48:23.901GMT,False,RUNNING,24988276,PROCESS_LOCAL,310756072,0,0,0,0,0,0,1642440279,1090,71353788,482,805306368,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,67360,106,hdc49-mcc10-01-0710-2104-005-tess0035.stratus.rno.ebay.com,6,2020-07-30T05:48:23.901GMT,False,RUNNING,24988277,PROCESS_LOCAL,310741259,0,0,0,0,0,0,1621252869,429,70368504,645,805306368,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,84931,495,hdc49-mcc10-01-0910-1701-021-tess0028.stratus.rno.ebay.com,7,2020-07-30T05:48:23.902GMT,False,RUNNING,24988278,PROCESS_LOCAL,621503365,0,0,0,0,0,0,2333415884,594,101383642,346,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,68297,324,hdc49-mcc10-01-0710-2604-031-tess0035.stratus.rno.ebay.com,8,2020-07-30T05:48:23.902GMT,False,RUNNING,24988279,PROCESS_LOCAL,621474340,0,0,0,0,0,0,1730413371,546,75374537,343,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,68356,1049,hdc49-mcc10-01-0710-2510-001-tess0035.stratus.rno.ebay.com,9,2020-07-30T05:48:23.902GMT,False,RUNNING,24988280,PROCESS_LOCAL,621469888,0,0,0,0,0,0,2250350134,352,97996219,312,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,67354,1258,hdc49-mcc10-01-0710-3306-013-tess0035.stratus.rno.ebay.com,10,2020-07-30T05:48:23.902GMT,False,RUNNING,24988281,PROCESS_LOCAL,621482855,0,0,0,0,0,0,1833144237,661,79872171,370,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,85502,139,hdc49-mcc10-01-0910-1901-015-tess0028.stratus.rno.ebay.com,11,2020-07-30T05:48:23.902GMT,False,RUNNING,24988282,PROCESS_LOCAL,932218836,0,0,0,0,0,0,2516418652,649,109481083,440,2415919104,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,67344,85,hdc49-mcc10-01-0710-3302-032-tess0035.stratus.rno.ebay.com,12,2020-07-30T05:48:23.902GMT,False,RUNNING,24988283,PROCESS_LOCAL,621488392,0,0,0,0,0,0,1889219705,574,82263230,327,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,84480,988,hdc49-mcc10-01-0710-2104-011-tess0035.stratus.rno.ebay.com,13,2020-07-30T05:48:23.903GMT,False,RUNNING,24988284,PROCESS_LOCAL,621469760,0,0,0,0,0,0,2322525507,762,101206518,385,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,85390,218,hdc49-mcc10-01-0710-1804-011-tess0035.stratus.rno.ebay.com,14,2020-07-30T05:48:23.903GMT,False,RUNNING,24988285,PROCESS_LOCAL,621471928,0,0,0,0,0,0,2339416206,552,101628749,320,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,84275,818,hdc49-mcc10-01-0710-3509-017-tess0035.stratus.rno.ebay.com,15,2020-07-30T05:48:23.903GMT,False,RUNNING,24988286,PROCESS_LOCAL,932231894,0,0,0,0,0,0,2455017508,540,106808158,425,2415919104,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,84259,1663,hdc49-mcc10-01-0710-1902-012-tess0035.stratus.rno.ebay.com,16,2020-07-30T05:48:23.903GMT,False,RUNNING,24988287,PROCESS_LOCAL,932183775,0,0,0,0,0,0,2625975506,705,114328584,398,2415919104,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,67323,1219,hdc49-mcc10-01-0910-1901-009-tess0028.stratus.rno.ebay.com,17,2020-07-30T05:48:23.903GMT,False,RUNNING,24988288,PROCESS_LOCAL,621473565,0,0,0,0,0,0,1707176226,503,74303031,328,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,83505,397,hdc49-mcc10-01-0710-4105-032-tess0035.stratus.rno.ebay.com,18,2020-07-30T05:48:23.904GMT,False,RUNNING,24988289,PROCESS_LOCAL,621508677,0,0,0,0,0,0,2338334729,796,101578422,328,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
[],0,67175,252,hdc49-mcc10-01-0710-3708-005-tess0035.stratus.rno.ebay.com,19,2020-07-30T05:48:23.904GMT,False,RUNNING,24988290,PROCESS_LOCAL,621488543,0,0,0,0,0,0,2030148726,739,88233515,371,1610612736,0,0,138936320,0,0,0,0,0,0,0,0,0,0,0,0
