CPUBound,IOBound,MemBound,MixBound,ResourceLimit,dataSkew,numTasks,stageId,status,submissionTime
0,0,0,0,0,1,20500,44218,ACTIVE,2020-07-30T05:48:26.688GMT
0,0,0,0,0,1,20500,44213,ACTIVE,2020-07-30T05:48:23.832GMT
1,0,0,0,0,0,203,44071,ACTIVE,2020-07-30T05:43:18.810GMT
1,0,0,0,0,0,2,43295,ACTIVE,2020-07-30T05:49:34.140GMT
1,0,0,0,0,0,2,42509,ACTIVE,2020-07-30T05:49:34.133GMT
