host,duration,status,taskCpuRate,taskMetrics.executorRunTime,taskMetrics.executorCpuTime
hdc49-mcc10-01-0910-1901-038-tess0028.stratus.rno.ebay.com,5347,SUCCESS,0.2943007197043377,5141,1513
hdc49-mcc10-01-0710-3908-020-tess0035.stratus.rno.ebay.com,5641,SUCCESS,0.25334310313244185,5459,1383
hdc49-mcc10-01-0710-3409-027-tess0035.stratus.rno.ebay.com,4879,SUCCESS,0.23152498932080307,4682,1084
hdc49-mcc10-01-0710-2603-001-tess0035.stratus.rno.ebay.com,5237,SUCCESS,0.2295958795562599,5048,1159
hdc49-mcc10-01-0710-3804-028-tess0035.stratus.rno.ebay.com,5535,SUCCESS,0.22889305816135083,5330,1220
hdc49-mcc10-01-0710-3602-035-tess0035.stratus.rno.ebay.com,4697,SUCCESS,0.2157731501993797,4514,974
hdc49-mcc10-01-0910-1803-002-tess0028.stratus.rno.ebay.com,4778,SUCCESS,0.20572802798425885,4574,941
hdc49-mcc10-01-0710-3409-027-tess0035.stratus.rno.ebay.com,4795,SUCCESS,0.20320623916811092,4616,938
hdc49-mcc10-01-0710-1804-023-tess0035.stratus.rno.ebay.com,5358,SUCCESS,0.1933243295388771,5183,1002
hdc49-mcc10-01-0710-3602-025-tess0035.stratus.rno.ebay.com,4698,SUCCESS,0.16801801801801802,4440,746
hdc49-mcc10-01-0710-1804-039-tess0035.stratus.rno.ebay.com,5198,SUCCESS,0.16576900059844404,5013,831
hdc49-mcc10-01-0910-1803-037-tess0028.stratus.rno.ebay.com,5396,SUCCESS,0.16405053598774885,5224,857
hdc49-mcc10-01-0910-1710-029-tess0028.stratus.rno.ebay.com,4976,SUCCESS,0.15947467166979362,4797,765
hdc49-mcc10-01-0710-3804-008-tess0035.stratus.rno.ebay.com,109082,SUCCESS,0.012571858871930502,108894,1369
hdc49-mcc10-01-0910-1901-017-tess0028.stratus.rno.ebay.com,109183,SUCCESS,0.010055138120533215,108999,1096
hdc49-mcc10-01-0710-2605-001-tess0035.stratus.rno.ebay.com,109038,SUCCESS,0.008023970808555226,108799,873
hdc49-mcc10-01-0710-3709-034-tess0035.stratus.rno.ebay.com,109212,SUCCESS,0.007372764786795048,109050,804
hdc49-mcc10-01-0710-3306-018-tess0035.stratus.rno.ebay.com,109119,SUCCESS,0.006407373068837952,108937,698
hdc49-mcc10-01-0710-4102-013-tess0035.stratus.rno.ebay.com,109073,SUCCESS,0.00540014326910714,108886,588
hdc49-mcc10-01-0710-4102-032-tess0035.stratus.rno.ebay.com,109624,FAILED,,0,0
