accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,82738,3156,hdc49-mcc10-01-0710-2102-011-tess0035.stratus.rno.ebay.com,0,2020-07-30T06:58:59.191GMT,False,RUNNING,31625170,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82560,1,10904,46089,199,2176536,0,0,0,0
[],0,1174,3228,hdc49-mcc10-01-0710-3708-015-tess0035.stratus.rno.ebay.com,1,2020-07-30T06:58:59.191GMT,False,SUCCESS,31625171,PROCESS_LOCAL,0,0,1128,6373208,9,1133,0,0,0,0,0,0,0,0,348127232,0,7250,0,4,40600,91195,401,3988771,0,3947885,87935,23621804
[],0,776,3364,hdc49-mcc10-01-0710-2104-020-tess0035.stratus.rno.ebay.com,2,2020-07-30T06:58:59.191GMT,False,SUCCESS,31625172,PROCESS_LOCAL,0,0,727,5986702,11,733,0,0,0,0,0,0,0,0,348127232,0,7262,0,0,0,90798,405,4011328,0,3949746,87808,21236358
[],0,73604,2004,hdc49-mcc10-01-0710-3709-024-tess0035.stratus.rno.ebay.com,3,2020-07-30T06:58:59.192GMT,False,RUNNING,31625173,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73358,2,19501,46727,200,2177263,0,0,0,0
[],0,85124,2525,hdc49-mcc10-01-0710-4102-014-tess0035.stratus.rno.ebay.com,4,2020-07-30T06:58:59.192GMT,False,RUNNING,31625174,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84867,2,18868,45705,200,2150324,0,0,0,0
[],0,83227,2437,hdc49-mcc10-01-0710-3302-039-tess0035.stratus.rno.ebay.com,5,2020-07-30T06:58:59.192GMT,False,RUNNING,31625175,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83002,0,0,46125,201,2171567,0,0,0,0
[],0,83469,1877,hdc49-mcc10-01-0710-2202-020-tess0035.stratus.rno.ebay.com,6,2020-07-30T06:58:59.192GMT,False,RUNNING,31625176,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83164,2,18866,45431,199,2138793,0,0,0,0
[],0,73262,3176,hdc49-mcc10-01-0710-4105-010-tess0035.stratus.rno.ebay.com,7,2020-07-30T06:58:59.192GMT,False,RUNNING,31625177,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73060,1,10698,47057,200,2205414,0,0,0,0
[],0,1097,3123,hdc49-mcc10-01-0710-2603-020-tess0035.stratus.rno.ebay.com,8,2020-07-30T06:58:59.192GMT,False,SUCCESS,31625178,PROCESS_LOCAL,0,0,1042,9509582,17,1048,0,0,0,0,0,0,0,0,348127232,0,7264,0,1,11504,91723,404,4011674,0,3968802,88580,25652156
[],0,868,2979,hdc49-mcc10-01-0710-2003-002-tess0035.stratus.rno.ebay.com,9,2020-07-30T06:58:59.192GMT,False,SUCCESS,31625179,PROCESS_LOCAL,0,0,816,10177704,14,822,0,0,0,0,0,0,0,0,348127232,0,7262,0,2,19240,91281,403,4001715,0,3940686,87824,23077774
