accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,1361,3303,hdc49-mcc10-01-0710-3409-027-tess0035.stratus.rno.ebay.com,10,2020-07-30T06:58:59.192GMT,False,SUCCESS,31625180,PROCESS_LOCAL,0,0,1311,8263802,13,1317,0,0,0,0,0,0,0,0,347078656,0,7250,0,2,19395,88912,403,3909952,0,3859547,85211,28774500
[],0,76476,2961,hdc49-mcc10-01-0710-2603-022-tess0035.stratus.rno.ebay.com,11,2020-07-30T06:58:59.192GMT,False,RUNNING,31625181,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76162,2,20036,45944,199,2128886,0,0,0,0
[],0,86881,3356,hdc49-mcc10-01-0710-2604-040-tess0035.stratus.rno.ebay.com,12,2020-07-30T06:58:59.192GMT,False,RUNNING,31625182,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86666,1,8500,46654,201,2201352,0,0,0,0
[],0,89394,3129,hdc49-mcc10-01-0910-1710-007-tess0028.stratus.rno.ebay.com,13,2020-07-30T06:58:59.193GMT,False,RUNNING,31625183,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89261,1,11276,46342,199,2188114,0,0,0,0
[],0,79574,3136,hdc49-mcc10-01-0710-3708-034-tess0035.stratus.rno.ebay.com,14,2020-07-30T06:58:59.193GMT,False,RUNNING,31625184,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79355,0,0,46606,201,2184662,0,0,0,0
[],0,79756,2671,hdc49-mcc10-01-0710-3602-019-tess0035.stratus.rno.ebay.com,15,2020-07-30T06:58:59.193GMT,False,RUNNING,31625185,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79466,2,20076,46130,197,2151521,0,0,0,0
[],0,79761,3327,hdc49-mcc10-01-0910-1901-034-tess0028.stratus.rno.ebay.com,16,2020-07-30T06:58:59.193GMT,False,RUNNING,31625186,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79568,1,8570,46462,201,2177193,0,0,0,0
[],0,78392,3175,hdc49-mcc10-01-0710-1902-022-tess0035.stratus.rno.ebay.com,17,2020-07-30T06:58:59.193GMT,False,RUNNING,31625187,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78152,2,19469,46178,200,2166168,0,0,0,0
[],0,885,2655,hdc49-mcc10-01-0710-2510-022-tess0035.stratus.rno.ebay.com,18,2020-07-30T06:58:59.193GMT,False,SUCCESS,31625188,PROCESS_LOCAL,0,0,837,7047983,11,844,0,0,0,0,0,0,0,0,347078656,0,7250,0,2,19052,89818,403,3928063,0,3906154,86188,22553752
[],0,81228,3348,hdc49-mcc10-01-0710-2102-008-tess0035.stratus.rno.ebay.com,19,2020-07-30T06:58:59.193GMT,False,RUNNING,31625189,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81064,1,11333,46411,199,2177932,0,0,0,0
