host,duration,status,taskCpuRate,taskMetrics.executorRunTime,taskMetrics.executorCpuTime
hdc49-mcc10-01-0710-3908-024-tess0035.stratus.rno.ebay.com,4676,SUCCESS,0.8139835994820889,4634,3772
hdc49-mcc10-01-0710-4205-019-tess0035.stratus.rno.ebay.com,3472,SUCCESS,0.8058309037900875,3430,2764
hdc49-mcc10-01-0910-1803-022-tess0028.stratus.rno.ebay.com,5017,SUCCESS,0.7705610295596219,4973,3832
hdc49-mcc10-01-0710-3409-033-tess0035.stratus.rno.ebay.com,4508,SUCCESS,0.7683527305282005,4468,3433
hdc49-mcc10-01-0710-3509-029-tess0035.stratus.rno.ebay.com,5518,SUCCESS,0.7657163742690059,5472,4190
hdc49-mcc10-01-0710-2202-007-tess0035.stratus.rno.ebay.com,4723,SUCCESS,0.7597777302842488,4679,3555
hdc49-mcc10-01-0710-3709-010-tess0035.stratus.rno.ebay.com,4698,SUCCESS,0.7595099935525468,4653,3534
hdc49-mcc10-01-0710-2510-029-tess0035.stratus.rno.ebay.com,4372,SUCCESS,0.696927696927697,4329,3017
hdc49-mcc10-01-0710-3708-015-tess0035.stratus.rno.ebay.com,4292,SUCCESS,0.6749823487879502,4249,2868
hdc49-mcc10-01-0710-2605-002-tess0035.stratus.rno.ebay.com,4250,SUCCESS,0.6665083135391924,4210,2806
hdc49-mcc10-01-0710-3709-022-tess0035.stratus.rno.ebay.com,6183,SUCCESS,0.6593352883675464,6138,4047
hdc49-mcc10-01-0710-2104-007-tess0035.stratus.rno.ebay.com,6235,SUCCESS,0.6443798449612403,6192,3990
hdc49-mcc10-01-0710-3409-034-tess0035.stratus.rno.ebay.com,6096,SUCCESS,0.5900528750826173,6052,3571
hdc49-mcc10-01-0710-3509-040-tess0035.stratus.rno.ebay.com,5832,SUCCESS,0.5648419962010015,5791,3271
hdc49-mcc10-01-0710-2510-020-tess0035.stratus.rno.ebay.com,7856,SUCCESS,0.5379001280409731,7810,4201
hdc49-mcc10-01-0710-3302-004-tess0035.stratus.rno.ebay.com,5340,SUCCESS,0.4826415094339623,5300,2558
hdc49-mcc10-01-0710-3709-018-tess0035.stratus.rno.ebay.com,6853,SUCCESS,0.4516886930983847,6810,3076
hdc49-mcc10-01-0710-2510-025-tess0035.stratus.rno.ebay.com,15435,SUCCESS,0.32449814850906256,15393,4995
hdc49-mcc10-01-0710-3709-023-tess0035.stratus.rno.ebay.com,12183,SUCCESS,0.2770548509306539,12142,3364
hdc49-mcc10-01-0710-3709-026-tess0035.stratus.rno.ebay.com,14644,SUCCESS,0.23472602739726028,14600,3427
