host,duration,status,taskMetrics.shuffleReadMetrics.remoteBytesRead.rateInKB
hdc49-mcc10-01-0710-2605-031-tess0035.stratus.rno.ebay.com,3631,RUNNING,inf
hdc49-mcc10-01-0710-2603-001-tess0035.stratus.rno.ebay.com,3655,RUNNING,inf
hdc49-mcc10-01-0710-1804-031-tess0035.stratus.rno.ebay.com,1353,RUNNING,inf
hdc49-mcc10-01-0710-2510-029-tess0035.stratus.rno.ebay.com,54,SUCCESS,169.41176470588235
hdc49-mcc10-01-0710-3804-007-tess0035.stratus.rno.ebay.com,49,SUCCESS,53.333333333333336
