CPUBound,IOBound,MemBound,MixBound,ResourceLimit,dataSkew,numTasks,stageId,status,submissionTime
1,0,0,0,0,0,200,130668,ACTIVE,2020-07-30T07:00:20.471GMT
1,0,0,0,0,0,5,130662,ACTIVE,2020-07-30T07:00:03.552GMT
0,1,0,0,0,0,100,130657,ACTIVE,2020-07-30T06:59:56.633GMT
1,0,0,0,0,0,180,130654,ACTIVE,2020-07-30T06:59:50.870GMT
0,0,1,0,0,0,203,130653,ACTIVE,2020-07-30T06:59:23.721GMT
0,0,0,0,0,1,203,130643,ACTIVE,2020-07-30T06:58:59.185GMT
0,0,0,1,0,0,1,130638,ACTIVE,2020-07-30T06:58:49.752GMT
0,1,0,0,0,0,1070,130600,ACTIVE,2020-07-30T06:56:48.862GMT
0,1,0,0,0,0,435,129505,ACTIVE,2020-07-30T06:30:45.154GMT
