Hosts,CpuTime(ms)
hdc49-mcc10-01-0710-2003-019-tess0035.stratus.rno.ebay.com,385
hdc49-mcc10-01-0710-3302-012-tess0035.stratus.rno.ebay.com,375
hdc49-mcc10-01-0710-3709-037-tess0035.stratus.rno.ebay.com,355
hdc49-mcc10-01-0710-2104-029-tess0035.stratus.rno.ebay.com,345
hdc49-mcc10-01-0910-1710-025-tess0028.stratus.rno.ebay.com,232
hdc49-mcc10-01-0710-2605-040-tess0035.stratus.rno.ebay.com,198
hdc49-mcc10-01-0710-3908-018-tess0035.stratus.rno.ebay.com,123
hdc49-mcc10-01-0710-3503-007-tess0035.stratus.rno.ebay.com,123
hdc49-mcc10-01-0710-2604-031-tess0035.stratus.rno.ebay.com,118
hdc49-mcc10-01-0710-2603-013-tess0035.stratus.rno.ebay.com,108
hdc49-mcc10-01-0710-3602-009-tess0035.stratus.rno.ebay.com,103
hdc49-mcc10-01-0710-4105-022-tess0035.stratus.rno.ebay.com,99
hdc49-mcc10-01-0710-2510-022-tess0035.stratus.rno.ebay.com,97
hdc49-mcc10-01-0710-3306-031-tess0035.stratus.rno.ebay.com,88
hdc49-mcc10-01-0710-2604-039-tess0035.stratus.rno.ebay.com,86
hdc49-mcc10-01-0710-4105-039-tess0035.stratus.rno.ebay.com,80
hdc49-mcc10-01-0710-3709-009-tess0035.stratus.rno.ebay.com,65
hdc49-mcc10-01-0710-3602-028-tess0035.stratus.rno.ebay.com,62
hdc49-mcc10-01-0710-3602-012-tess0035.stratus.rno.ebay.com,48
hdc49-mcc10-01-0710-3709-032-tess0035.stratus.rno.ebay.com,40
hdc49-mcc10-01-0910-1803-024-tess0028.stratus.rno.ebay.com,39
hdc49-mcc10-01-0710-2604-018-tess0035.stratus.rno.ebay.com,36
hdc49-mcc10-01-0710-3709-016-tess0035.stratus.rno.ebay.com,34
hdc49-mcc10-01-0710-3804-007-tess0035.stratus.rno.ebay.com,26
