Hosts,CpuTime(ms)
hdc49-mcc10-01-0910-1710-012-tess0028.stratus.rno.ebay.com,50263
hdc49-mcc10-01-0910-1901-033-tess0028.stratus.rno.ebay.com,44875
hdc49-mcc10-01-0710-1804-031-tess0035.stratus.rno.ebay.com,42460
hdc49-mcc10-01-0710-3709-036-tess0035.stratus.rno.ebay.com,37514
hdc49-mcc10-01-0710-3509-025-tess0035.stratus.rno.ebay.com,37161
hdc49-mcc10-01-0710-3602-025-tess0035.stratus.rno.ebay.com,36850
hdc49-mcc10-01-0710-2605-031-tess0035.stratus.rno.ebay.com,36303
hdc49-mcc10-01-0710-2104-007-tess0035.stratus.rno.ebay.com,35783
hdc49-mcc10-01-0710-2202-012-tess0035.stratus.rno.ebay.com,35435
hdc49-mcc10-01-0710-3709-021-tess0035.stratus.rno.ebay.com,34352
hdc49-mcc10-01-0710-3509-017-tess0035.stratus.rno.ebay.com,33323
hdc49-mcc10-01-0710-4102-020-tess0035.stratus.rno.ebay.com,32926
hdc49-mcc10-01-0710-2603-025-tess0035.stratus.rno.ebay.com,32719
hdc49-mcc10-01-0910-1710-013-tess0028.stratus.rno.ebay.com,32295
hdc49-mcc10-01-0710-2003-006-tess0035.stratus.rno.ebay.com,31791
hdc49-mcc10-01-0710-3708-034-tess0035.stratus.rno.ebay.com,31526
hdc49-mcc10-01-0710-4105-026-tess0035.stratus.rno.ebay.com,30911
hdc49-mcc10-01-0710-1902-010-tess0035.stratus.rno.ebay.com,30530
hdc49-mcc10-01-0710-2104-020-tess0035.stratus.rno.ebay.com,30395
hdc49-mcc10-01-0910-1803-028-tess0028.stratus.rno.ebay.com,27288
hdc49-mcc10-01-0710-2510-025-tess0035.stratus.rno.ebay.com,5495
hdc49-mcc10-01-0710-2510-020-tess0035.stratus.rno.ebay.com,4201
hdc49-mcc10-01-0710-3509-029-tess0035.stratus.rno.ebay.com,4190
hdc49-mcc10-01-0710-2202-007-tess0035.stratus.rno.ebay.com,4108
hdc49-mcc10-01-0710-3709-022-tess0035.stratus.rno.ebay.com,4047
hdc49-mcc10-01-0910-1803-022-tess0028.stratus.rno.ebay.com,3832
hdc49-mcc10-01-0710-3908-024-tess0035.stratus.rno.ebay.com,3772
hdc49-mcc10-01-0710-3409-034-tess0035.stratus.rno.ebay.com,3571
hdc49-mcc10-01-0710-3709-010-tess0035.stratus.rno.ebay.com,3534
hdc49-mcc10-01-0710-3409-033-tess0035.stratus.rno.ebay.com,3433
hdc49-mcc10-01-0710-3709-026-tess0035.stratus.rno.ebay.com,3427
hdc49-mcc10-01-0710-3709-023-tess0035.stratus.rno.ebay.com,3364
hdc49-mcc10-01-0710-3509-040-tess0035.stratus.rno.ebay.com,3271
hdc49-mcc10-01-0710-3709-018-tess0035.stratus.rno.ebay.com,3076
hdc49-mcc10-01-0710-2510-029-tess0035.stratus.rno.ebay.com,3048
hdc49-mcc10-01-0710-3708-015-tess0035.stratus.rno.ebay.com,2868
hdc49-mcc10-01-0710-2605-002-tess0035.stratus.rno.ebay.com,2806
hdc49-mcc10-01-0710-4205-019-tess0035.stratus.rno.ebay.com,2764
hdc49-mcc10-01-0710-3302-004-tess0035.stratus.rno.ebay.com,2558
hdc49-mcc10-01-0910-1901-038-tess0028.stratus.rno.ebay.com,2201
hdc49-mcc10-01-0710-3409-027-tess0035.stratus.rno.ebay.com,2022
hdc49-mcc10-01-0710-3908-020-tess0035.stratus.rno.ebay.com,1383
hdc49-mcc10-01-0710-3804-008-tess0035.stratus.rno.ebay.com,1369
hdc49-mcc10-01-0710-3804-028-tess0035.stratus.rno.ebay.com,1220
hdc49-mcc10-01-0710-2603-001-tess0035.stratus.rno.ebay.com,1159
hdc49-mcc10-01-0710-3306-018-tess0035.stratus.rno.ebay.com,1153
hdc49-mcc10-01-0710-1804-023-tess0035.stratus.rno.ebay.com,1148
hdc49-mcc10-01-0910-1901-017-tess0028.stratus.rno.ebay.com,1096
hdc49-mcc10-01-0710-3602-035-tess0035.stratus.rno.ebay.com,974
hdc49-mcc10-01-0910-1803-002-tess0028.stratus.rno.ebay.com,941
hdc49-mcc10-01-0710-2605-001-tess0035.stratus.rno.ebay.com,873
hdc49-mcc10-01-0910-1803-037-tess0028.stratus.rno.ebay.com,857
hdc49-mcc10-01-0710-1804-039-tess0035.stratus.rno.ebay.com,831
hdc49-mcc10-01-0710-3709-034-tess0035.stratus.rno.ebay.com,804
hdc49-mcc10-01-0910-1710-029-tess0028.stratus.rno.ebay.com,765
hdc49-mcc10-01-0710-3602-018-tess0035.stratus.rno.ebay.com,640
hdc49-mcc10-01-0710-2509-031-tess0035.stratus.rno.ebay.com,637
hdc49-mcc10-01-0710-1804-028-tess0035.stratus.rno.ebay.com,604
hdc49-mcc10-01-0710-3503-033-tess0035.stratus.rno.ebay.com,597
hdc49-mcc10-01-0710-3602-024-tess0035.stratus.rno.ebay.com,592
hdc49-mcc10-01-0710-4102-013-tess0035.stratus.rno.ebay.com,588
hdc49-mcc10-01-0710-4102-039-tess0035.stratus.rno.ebay.com,530
hdc49-mcc10-01-0910-1901-025-tess0028.stratus.rno.ebay.com,516
hdc49-mcc10-01-0710-4105-037-tess0035.stratus.rno.ebay.com,508
hdc49-mcc10-01-0710-3602-037-tess0035.stratus.rno.ebay.com,444
hdc49-mcc10-01-0710-1902-022-tess0035.stratus.rno.ebay.com,409
