host,duration,status,taskCpuRate,taskMetrics.executorRunTime,taskMetrics.executorCpuTime
hdc49-mcc10-01-0710-2603-003-tess0035.stratus.rno.ebay.com,317333,SUCCESS,0.9952849839045635,316860,315366
hdc49-mcc10-01-0910-1803-014-tess0028.stratus.rno.ebay.com,351735,SUCCESS,0.9944997380827658,351256,349324
hdc49-mcc10-01-0910-1803-003-tess0028.stratus.rno.ebay.com,352732,SUCCESS,0.9940210540660239,352236,350130
hdc49-mcc10-01-0710-3709-036-tess0035.stratus.rno.ebay.com,334368,SUCCESS,0.9940155810547314,333867,331869
hdc49-mcc10-01-0710-1902-038-tess0035.stratus.rno.ebay.com,343610,SUCCESS,0.9938739883483375,343127,341025
hdc49-mcc10-01-0910-1710-001-tess0028.stratus.rno.ebay.com,332025,SUCCESS,0.9932620327307166,331554,329320
hdc49-mcc10-01-0710-1903-032-tess0035.stratus.rno.ebay.com,329733,SUCCESS,0.9925618604764176,329249,326800
hdc49-mcc10-01-0910-1901-034-tess0028.stratus.rno.ebay.com,361346,SUCCESS,0.9925505704855154,360833,358145
hdc49-mcc10-01-0710-3302-016-tess0035.stratus.rno.ebay.com,315931,SUCCESS,0.9920488230165649,315425,312917
hdc49-mcc10-01-0710-3709-024-tess0035.stratus.rno.ebay.com,338820,SUCCESS,0.9919696875655769,338343,335626
hdc49-mcc10-01-0710-2605-017-tess0035.stratus.rno.ebay.com,300567,SUCCESS,0.9917415415789053,300056,297578
hdc49-mcc10-01-0710-3409-011-tess0035.stratus.rno.ebay.com,356970,SUCCESS,0.9911348761267263,356453,353293
hdc49-mcc10-01-0710-2104-031-tess0035.stratus.rno.ebay.com,333680,SUCCESS,0.9909447259106298,333176,330159
hdc49-mcc10-01-0910-1701-012-tess0028.stratus.rno.ebay.com,269234,SUCCESS,0.990786839618078,268746,266270
hdc49-mcc10-01-0710-3302-029-tess0035.stratus.rno.ebay.com,304481,SUCCESS,0.9905226522099556,303988,301107
hdc49-mcc10-01-0710-3503-034-tess0035.stratus.rno.ebay.com,294581,SUCCESS,0.989679538622669,294076,291041
hdc49-mcc10-01-0710-3709-004-tess0035.stratus.rno.ebay.com,301362,SUCCESS,0.9891638911602614,300846,297586
hdc49-mcc10-01-0710-2603-027-tess0035.stratus.rno.ebay.com,280078,SUCCESS,0.9889795436579617,279571,276490
hdc49-mcc10-01-0710-2102-039-tess0035.stratus.rno.ebay.com,310763,SUCCESS,0.9840056215630782,310234,305272
hdc49-mcc10-01-0710-4102-007-tess0035.stratus.rno.ebay.com,302264,SUCCESS,0.9809024210812352,301766,296003
