host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-2603-012-tess0035.stratus.rno.ebay.com,16473,SUCCESS,0.2802361677521456
hdc49-mcc10-01-0710-4102-021-tess0035.stratus.rno.ebay.com,19855,SUCCESS,0.23529411764705882
hdc49-mcc10-01-0710-2510-005-tess0035.stratus.rno.ebay.com,26038,SUCCESS,0.17914983650702057
hdc49-mcc10-01-0710-2202-020-tess0035.stratus.rno.ebay.com,27771,SUCCESS,0.1710009017132552
hdc49-mcc10-01-0710-2102-027-tess0035.stratus.rno.ebay.com,33425,SUCCESS,0.13761083153606518
hdc49-mcc10-01-0910-1901-009-tess0028.stratus.rno.ebay.com,33824,SUCCESS,0.13110532236102065
hdc49-mcc10-01-0710-3908-022-tess0035.stratus.rno.ebay.com,36276,SUCCESS,0.12136351090256693
hdc49-mcc10-01-0710-3908-002-tess0035.stratus.rno.ebay.com,39893,SUCCESS,0.11200903501066634
hdc49-mcc10-01-0910-1901-014-tess0028.stratus.rno.ebay.com,39418,SUCCESS,0.10988648195647205
hdc49-mcc10-01-0710-1902-026-tess0035.stratus.rno.ebay.com,44194,SUCCESS,0.10786934263579939
hdc49-mcc10-01-0710-1804-015-tess0035.stratus.rno.ebay.com,44444,SUCCESS,0.10709700668933984
hdc49-mcc10-01-0710-3409-015-tess0035.stratus.rno.ebay.com,44278,SUCCESS,0.10708472737137173
hdc49-mcc10-01-0710-3804-011-tess0035.stratus.rno.ebay.com,47887,SUCCESS,0.09592792340816923
hdc49-mcc10-01-0710-3709-015-tess0035.stratus.rno.ebay.com,56244,SUCCESS,0.07688338493292053
hdc49-mcc10-01-0710-3709-013-tess0035.stratus.rno.ebay.com,12987166,RUNNING,
hdc49-mcc10-01-0710-2202-007-tess0035.stratus.rno.ebay.com,12979714,RUNNING,
hdc49-mcc10-01-0710-3409-021-tess0035.stratus.rno.ebay.com,12978114,RUNNING,
hdc49-mcc10-01-0910-1701-012-tess0028.stratus.rno.ebay.com,12985921,RUNNING,
hdc49-mcc10-01-0710-1804-003-tess0035.stratus.rno.ebay.com,12981188,RUNNING,
hdc49-mcc10-01-0710-4205-022-tess0035.stratus.rno.ebay.com,12976735,RUNNING,
