host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0910-1803-001-tess0028.stratus.rno.ebay.com,36622,SUCCESS,9586.152829003087
hdc49-mcc10-01-0710-3306-014-tess0035.stratus.rno.ebay.com,38162,SUCCESS,9018.913941841256
hdc49-mcc10-01-0710-3306-005-tess0035.stratus.rno.ebay.com,40323,SUCCESS,8568.541635650836
hdc49-mcc10-01-0710-2605-030-tess0035.stratus.rno.ebay.com,41162,SUCCESS,8311.975616871277
hdc49-mcc10-01-0710-2102-034-tess0035.stratus.rno.ebay.com,43859,SUCCESS,7969.669302046837
hdc49-mcc10-01-0710-3708-010-tess0035.stratus.rno.ebay.com,46551,SUCCESS,7531.670800911396
hdc49-mcc10-01-0710-3302-028-tess0035.stratus.rno.ebay.com,47333,SUCCESS,7388.717885302386
hdc49-mcc10-01-0710-3602-028-tess0035.stratus.rno.ebay.com,59121,SUCCESS,7115.20315117873
hdc49-mcc10-01-0910-1710-035-tess0028.stratus.rno.ebay.com,61097,SUCCESS,6827.864585209319
hdc49-mcc10-01-0910-1701-040-tess0028.stratus.rno.ebay.com,58025,SUCCESS,6109.345345448903
hdc49-mcc10-01-0910-1701-038-tess0028.stratus.rno.ebay.com,71065,SUCCESS,6008.146027354279
hdc49-mcc10-01-0710-3602-031-tess0035.stratus.rno.ebay.com,59366,SUCCESS,5823.725010110542
hdc49-mcc10-01-0710-4102-033-tess0035.stratus.rno.ebay.com,75363,SUCCESS,5565.38105398768
hdc49-mcc10-01-0910-1803-007-tess0028.stratus.rno.ebay.com,80003,SUCCESS,5297.66784637895
hdc49-mcc10-01-0710-3602-034-tess0035.stratus.rno.ebay.com,79400,SUCCESS,5258.687407874016
hdc49-mcc10-01-0910-1803-012-tess0028.stratus.rno.ebay.com,81007,SUCCESS,5197.439499098476
hdc49-mcc10-01-0910-2703-038-tess0028.stratus.rno.ebay.com,66957,SUCCESS,5186.463026880034
hdc49-mcc10-01-0710-3804-028-tess0035.stratus.rno.ebay.com,81267,SUCCESS,5134.110272758604
hdc49-mcc10-01-0910-1803-032-tess0028.stratus.rno.ebay.com,93478,SUCCESS,4478.839613454192
hdc49-mcc10-01-0710-2604-006-tess0035.stratus.rno.ebay.com,93894,SUCCESS,4433.719653949009
