host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-3804-015-tess0035.stratus.rno.ebay.com,2307,SUCCESS,34396.390991854336
hdc49-mcc10-01-0910-1710-008-tess0028.stratus.rno.ebay.com,2625,SUCCESS,29815.8190515807
hdc49-mcc10-01-0710-2102-019-tess0035.stratus.rno.ebay.com,2645,SUCCESS,29485.64185855263
hdc49-mcc10-01-0710-2003-033-tess0035.stratus.rno.ebay.com,2685,SUCCESS,29321.170891251022
hdc49-mcc10-01-0910-1901-001-tess0028.stratus.rno.ebay.com,3005,SUCCESS,25726.675035868007
hdc49-mcc10-01-0710-2202-013-tess0035.stratus.rno.ebay.com,3618,SUCCESS,21102.33656957929
hdc49-mcc10-01-0710-2605-007-tess0035.stratus.rno.ebay.com,3696,SUCCESS,21034.21397123569
hdc49-mcc10-01-0710-4105-026-tess0035.stratus.rno.ebay.com,4072,SUCCESS,18601.79216398547
hdc49-mcc10-01-0710-2509-008-tess0035.stratus.rno.ebay.com,4950,SUCCESS,15141.262668918918
hdc49-mcc10-01-0710-3804-004-tess0035.stratus.rno.ebay.com,5093,SUCCESS,14708.431883463274
hdc49-mcc10-01-0710-3908-001-tess0035.stratus.rno.ebay.com,5120,SUCCESS,14629.864925525402
hdc49-mcc10-01-0710-2604-040-tess0035.stratus.rno.ebay.com,6022,SUCCESS,12370.75719455454
hdc49-mcc10-01-0910-1710-029-tess0028.stratus.rno.ebay.com,6174,SUCCESS,12081.460566228514
hdc49-mcc10-01-0910-1701-031-tess0028.stratus.rno.ebay.com,7062,SUCCESS,10519.666080586081
hdc49-mcc10-01-0710-3804-025-tess0035.stratus.rno.ebay.com,7393,SUCCESS,10023.649524874232
hdc49-mcc10-01-0710-3302-005-tess0035.stratus.rno.ebay.com,11634,SUCCESS,6650.849828401818
hdc49-mcc10-01-0710-2605-015-tess0035.stratus.rno.ebay.com,16599,SUCCESS,4381.747372280616
hdc49-mcc10-01-0710-1902-009-tess0035.stratus.rno.ebay.com,18516,SUCCESS,4258.681055680017
hdc49-mcc10-01-0710-3708-030-tess0035.stratus.rno.ebay.com,19078,SUCCESS,3819.061661341853
hdc49-mcc10-01-0710-2510-011-tess0035.stratus.rno.ebay.com,37390,RUNNING,
