host,duration,status,taskMetrics.executorDeserializeCpuTime,taskMetrics.shuffleWriteMetrics.writeTime
hdc49-mcc10-01-0710-2510-011-tess0035.stratus.rno.ebay.com,37390,RUNNING,0,0
hdc49-mcc10-01-0710-3708-030-tess0035.stratus.rno.ebay.com,19078,SUCCESS,7932522,62998685
hdc49-mcc10-01-0710-1902-009-tess0035.stratus.rno.ebay.com,18516,SUCCESS,4511034,81492349
hdc49-mcc10-01-0710-2605-015-tess0035.stratus.rno.ebay.com,16599,SUCCESS,11849062,99816822
hdc49-mcc10-01-0710-3302-005-tess0035.stratus.rno.ebay.com,11634,SUCCESS,3623650,68512088
