host,duration,status,taskCpuRate,taskMetrics.executorRunTime,taskMetrics.executorCpuTime
hdc49-mcc10-01-0710-3503-020-tess0035.stratus.rno.ebay.com,221873,RUNNING,,0,0
hdc49-mcc10-01-0710-3709-011-tess0035.stratus.rno.ebay.com,238068,RUNNING,,0,0
hdc49-mcc10-01-0710-2509-034-tess0035.stratus.rno.ebay.com,222456,RUNNING,,0,0
hdc49-mcc10-01-0710-1902-012-tess0035.stratus.rno.ebay.com,218499,RUNNING,,0,0
hdc49-mcc10-01-0710-4102-004-tess0035.stratus.rno.ebay.com,223512,RUNNING,,0,0
hdc49-mcc10-01-0710-1902-026-tess0035.stratus.rno.ebay.com,221996,RUNNING,,0,0
hdc49-mcc10-01-0710-4102-001-tess0035.stratus.rno.ebay.com,223287,RUNNING,,0,0
hdc49-mcc10-01-0910-1710-005-tess0028.stratus.rno.ebay.com,223881,RUNNING,,0,0
hdc49-mcc10-01-0710-3908-032-tess0035.stratus.rno.ebay.com,221948,RUNNING,,0,0
hdc49-mcc10-01-0710-1903-007-tess0035.stratus.rno.ebay.com,222781,RUNNING,,0,0
hdc49-mcc10-01-0710-3709-005-tess0035.stratus.rno.ebay.com,230370,RUNNING,,0,0
hdc49-mcc10-01-0710-2104-013-tess0035.stratus.rno.ebay.com,223259,RUNNING,,0,0
hdc49-mcc10-01-0710-2604-011-tess0035.stratus.rno.ebay.com,225143,RUNNING,,0,0
hdc49-mcc10-01-0710-1903-032-tess0035.stratus.rno.ebay.com,223281,RUNNING,,0,0
hdc49-mcc10-01-0710-2509-004-tess0035.stratus.rno.ebay.com,223251,RUNNING,,0,0
hdc49-mcc10-01-0710-2202-028-tess0035.stratus.rno.ebay.com,225189,RUNNING,,0,0
hdc49-mcc10-01-0910-1701-016-tess0028.stratus.rno.ebay.com,222446,RUNNING,,0,0
hdc49-mcc10-01-0710-1903-023-tess0035.stratus.rno.ebay.com,224719,RUNNING,,0,0
hdc49-mcc10-01-0710-4105-035-tess0035.stratus.rno.ebay.com,223526,RUNNING,,0,0
hdc49-mcc10-01-0710-2603-027-tess0035.stratus.rno.ebay.com,225108,RUNNING,,0,0
