host,duration,status,taskMetrics.shuffleReadMetrics.remoteBytesRead.rateInKB
hdc49-mcc10-01-0710-3908-004-tess0035.stratus.rno.ebay.com,8435,SUCCESS,12318.977557411274
hdc49-mcc10-01-0710-2003-024-tess0035.stratus.rno.ebay.com,8673,SUCCESS,11982.098516546215
hdc49-mcc10-01-0710-2605-014-tess0035.stratus.rno.ebay.com,9051,SUCCESS,11374.648192771085
hdc49-mcc10-01-0710-4102-001-tess0035.stratus.rno.ebay.com,9064,SUCCESS,11368.80320173327
hdc49-mcc10-01-0710-3302-005-tess0035.stratus.rno.ebay.com,9812,SUCCESS,10573.210632344711
hdc49-mcc10-01-0710-4102-020-tess0035.stratus.rno.ebay.com,10611,SUCCESS,9630.776405755689
hdc49-mcc10-01-0910-1803-013-tess0028.stratus.rno.ebay.com,10652,SUCCESS,9537.324692354247
hdc49-mcc10-01-0710-1903-040-tess0035.stratus.rno.ebay.com,10883,SUCCESS,9397.163880597014
hdc49-mcc10-01-0710-2603-022-tess0035.stratus.rno.ebay.com,10890,SUCCESS,9394.745373134328
hdc49-mcc10-01-0710-4102-021-tess0035.stratus.rno.ebay.com,10877,SUCCESS,9393.112537313433
hdc49-mcc10-01-0710-3503-032-tess0035.stratus.rno.ebay.com,10927,SUCCESS,9381.966236345581
hdc49-mcc10-01-0710-3509-003-tess0035.stratus.rno.ebay.com,10988,SUCCESS,9358.296882731322
hdc49-mcc10-01-0710-3908-016-tess0035.stratus.rno.ebay.com,10992,SUCCESS,9358.117507418398
hdc49-mcc10-01-0710-3503-036-tess0035.stratus.rno.ebay.com,10985,SUCCESS,9357.955760095012
hdc49-mcc10-01-0710-3804-013-tess0035.stratus.rno.ebay.com,10997,SUCCESS,9343.690078148185
hdc49-mcc10-01-0710-2102-032-tess0035.stratus.rno.ebay.com,11036,SUCCESS,9320.430037497534
hdc49-mcc10-01-0710-2003-003-tess0035.stratus.rno.ebay.com,11149,SUCCESS,9303.971830985916
hdc49-mcc10-01-0710-3503-013-tess0035.stratus.rno.ebay.com,11160,SUCCESS,9279.783797070102
hdc49-mcc10-01-0710-2603-005-tess0035.stratus.rno.ebay.com,11437,SUCCESS,9171.179310344827
hdc49-mcc10-01-0710-3503-011-tess0035.stratus.rno.ebay.com,11927,SUCCESS,8438.273626961483
