accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,18549,404,hdc49-mcc10-01-0710-2603-013-tess0035.stratus.rno.ebay.com,0,2020-07-30T08:17:20.751GMT,False,SUCCESS,30977012,PROCESS_LOCAL,0,0,312,3594790,18,18518,0,24169974,1,1802704,553,0,0,0,32768,0,1867,0,0,0,0,0,0,0,0,0,0
[],0,12341,1660,hdc49-mcc10-01-0710-3708-022-tess0035.stratus.rno.ebay.com,1,2020-07-30T08:17:20.761GMT,False,RUNNING,30977013,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],0,19208,748,hdc49-mcc10-01-0710-2510-010-tess0035.stratus.rno.ebay.com,2,2020-07-30T08:17:20.761GMT,False,RUNNING,30977014,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],0,11836,10,hdc49-mcc10-01-0910-1901-016-tess0028.stratus.rno.ebay.com,3,2020-07-30T08:17:20.762GMT,False,SUCCESS,30977015,PROCESS_LOCAL,0,0,315,4575358,14,11778,0,23183292,1,1817645,94,0,0,0,32768,0,1866,0,0,0,0,0,0,0,0,0,0
[],0,7119,244,hdc49-mcc10-01-0710-3708-027-tess0035.stratus.rno.ebay.com,4,2020-07-30T08:17:20.762GMT,False,RUNNING,30977016,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],0,11143,23,hdc49-mcc10-01-0710-2104-011-tess0035.stratus.rno.ebay.com,5,2020-07-30T08:17:20.762GMT,False,RUNNING,30977017,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],0,17887,1698,hdc49-mcc10-01-0710-1902-023-tess0035.stratus.rno.ebay.com,6,2020-07-30T08:17:20.762GMT,False,RUNNING,30977018,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],0,17660,152,hdc49-mcc10-01-0710-3306-003-tess0035.stratus.rno.ebay.com,7,2020-07-30T08:17:20.762GMT,False,SUCCESS,30977019,PROCESS_LOCAL,0,0,293,2187902,13,17149,0,23380186,1,1794130,0,0,0,0,32768,0,1824,0,0,0,0,0,0,0,0,0,0
[],0,16025,52,hdc49-mcc10-01-0710-3509-002-tess0035.stratus.rno.ebay.com,8,2020-07-30T08:17:20.763GMT,False,RUNNING,30977020,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],0,990,469,hdc49-mcc10-01-0710-2603-010-tess0035.stratus.rno.ebay.com,9,2020-07-30T08:17:20.763GMT,False,RUNNING,30977021,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],0,19239,720,hdc49-mcc10-01-0710-3908-001-tess0035.stratus.rno.ebay.com,10,2020-07-30T08:17:20.763GMT,False,RUNNING,30977022,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],0,18378,491,hdc49-mcc10-01-0710-3708-028-tess0035.stratus.rno.ebay.com,11,2020-07-30T08:17:20.763GMT,False,SUCCESS,30977023,PROCESS_LOCAL,0,0,341,4840825,13,18066,0,23723521,0,1772818,314,0,0,0,32768,0,1867,0,0,0,0,0,0,0,0,0,0
[],0,17868,1277,hdc49-mcc10-01-0710-2509-015-tess0035.stratus.rno.ebay.com,12,2020-07-30T08:17:20.763GMT,False,SUCCESS,30977024,PROCESS_LOCAL,0,0,304,5251153,15,17285,0,22838787,5,1789748,121,0,0,0,32768,0,1868,0,0,0,0,0,0,0,0,0,0
[],0,1852,553,hdc49-mcc10-01-0910-1803-017-tess0028.stratus.rno.ebay.com,13,2020-07-30T08:17:20.764GMT,False,RUNNING,30977025,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
