host,duration,status,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime
hdc49-mcc10-01-0710-4205-008-tess0035.stratus.rno.ebay.com,183262,SUCCESS,40561,41047337
hdc49-mcc10-01-0710-3804-010-tess0035.stratus.rno.ebay.com,115765,SUCCESS,67402,32038968
hdc49-mcc10-01-0710-2510-003-tess0035.stratus.rno.ebay.com,112881,SUCCESS,38422,40768262
hdc49-mcc10-01-0910-1710-005-tess0028.stratus.rno.ebay.com,101813,SUCCESS,39374,34989777
hdc49-mcc10-01-0910-1710-021-tess0028.stratus.rno.ebay.com,99308,SUCCESS,37264,31442835
