host,duration,status
hdc49-mcc10-01-0710-3709-011-tess0035.stratus.rno.ebay.com,238068,RUNNING
hdc49-mcc10-01-0710-3709-005-tess0035.stratus.rno.ebay.com,230370,RUNNING
hdc49-mcc10-01-0710-2202-028-tess0035.stratus.rno.ebay.com,225189,RUNNING
hdc49-mcc10-01-0710-2604-011-tess0035.stratus.rno.ebay.com,225143,RUNNING
hdc49-mcc10-01-0710-2603-027-tess0035.stratus.rno.ebay.com,225108,RUNNING
hdc49-mcc10-01-0710-1903-023-tess0035.stratus.rno.ebay.com,224719,RUNNING
