host,duration,status,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime
hdc49-mcc10-01-0710-3302-034-tess0035.stratus.rno.ebay.com,372659,RUNNING,0,0
hdc49-mcc10-01-0710-4102-022-tess0035.stratus.rno.ebay.com,271346,SUCCESS,260066,16927977
hdc49-mcc10-01-0710-1902-015-tess0035.stratus.rno.ebay.com,254650,SUCCESS,229779,23187189
