host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-3503-014-tess0035.stratus.rno.ebay.com,336257,SUCCESS,221.36315838132361
hdc49-mcc10-01-0910-2703-023-tess0028.stratus.rno.ebay.com,378546,SUCCESS,189.754888667613
hdc49-mcc10-01-0710-2202-033-tess0035.stratus.rno.ebay.com,436452,SUCCESS,167.8242532490639
hdc49-mcc10-01-0710-3804-002-tess0035.stratus.rno.ebay.com,472086,SUCCESS,161.8523264327324
hdc49-mcc10-01-0710-1804-022-tess0035.stratus.rno.ebay.com,464730,SUCCESS,155.47531140995736
hdc49-mcc10-01-0710-3602-018-tess0035.stratus.rno.ebay.com,474230,SUCCESS,152.17478224312293
hdc49-mcc10-01-0710-2603-035-tess0035.stratus.rno.ebay.com,505566,SUCCESS,150.01219915779043
hdc49-mcc10-01-0710-2509-009-tess0035.stratus.rno.ebay.com,521267,SUCCESS,147.5144537217637
hdc49-mcc10-01-0710-3509-035-tess0035.stratus.rno.ebay.com,520628,SUCCESS,140.675663297901
hdc49-mcc10-01-0710-2509-017-tess0035.stratus.rno.ebay.com,564029,SUCCESS,137.38134523287385
hdc49-mcc10-01-0910-1803-040-tess0028.stratus.rno.ebay.com,607813,SUCCESS,122.30441243825848
hdc49-mcc10-01-0710-3908-036-tess0035.stratus.rno.ebay.com,737418,SUCCESS,104.27086767041828
hdc49-mcc10-01-0710-2102-003-tess0035.stratus.rno.ebay.com,792422,SUCCESS,93.56325660085085
hdc49-mcc10-01-0710-3908-029-tess0035.stratus.rno.ebay.com,1219851,SUCCESS,65.1646953360802
hdc49-mcc10-01-0910-2703-034-tess0028.stratus.rno.ebay.com,1466594,SUCCESS,57.06423689645503
hdc49-mcc10-01-0710-2102-021-tess0035.stratus.rno.ebay.com,1628086,SUCCESS,44.77694792843917
hdc49-mcc10-01-0710-3509-028-tess0035.stratus.rno.ebay.com,1833099,RUNNING,
hdc49-mcc10-01-0710-3602-006-tess0035.stratus.rno.ebay.com,1834087,RUNNING,
hdc49-mcc10-01-0710-2605-027-tess0035.stratus.rno.ebay.com,1834494,RUNNING,
hdc49-mcc10-01-0710-2604-013-tess0035.stratus.rno.ebay.com,1834323,RUNNING,
