Hosts,CpuTime(ms)
hdc49-mcc10-01-0710-2102-021-tess0035.stratus.rno.ebay.com,1619838
hdc49-mcc10-01-0910-2703-034-tess0028.stratus.rno.ebay.com,1460338
hdc49-mcc10-01-0710-3908-029-tess0035.stratus.rno.ebay.com,1210137
hdc49-mcc10-01-0710-2102-003-tess0035.stratus.rno.ebay.com,786810
hdc49-mcc10-01-0710-3908-036-tess0035.stratus.rno.ebay.com,732792
hdc49-mcc10-01-0910-1803-040-tess0028.stratus.rno.ebay.com,604419
hdc49-mcc10-01-0710-2509-017-tess0035.stratus.rno.ebay.com,560268
hdc49-mcc10-01-0710-3509-035-tess0035.stratus.rno.ebay.com,517585
hdc49-mcc10-01-0710-2509-009-tess0035.stratus.rno.ebay.com,516215
hdc49-mcc10-01-0710-2603-035-tess0035.stratus.rno.ebay.com,502501
hdc49-mcc10-01-0710-3602-018-tess0035.stratus.rno.ebay.com,471064
hdc49-mcc10-01-0710-3804-002-tess0035.stratus.rno.ebay.com,468884
hdc49-mcc10-01-0710-1804-022-tess0035.stratus.rno.ebay.com,461808
hdc49-mcc10-01-0710-2202-033-tess0035.stratus.rno.ebay.com,432943
hdc49-mcc10-01-0910-2703-023-tess0028.stratus.rno.ebay.com,375186
hdc49-mcc10-01-0710-3503-014-tess0035.stratus.rno.ebay.com,333091
