CPUBound,IOBound,MemBound,MixBound,ResourceLimit,dataSkew,numTasks,stageId,status,submissionTime
0,1,0,0,0,0,10000,39423,ACTIVE,2020-07-30T03:34:37.545GMT
0,1,0,0,0,0,5000,39418,ACTIVE,2020-07-30T03:34:23.532GMT
0,1,0,0,0,0,5000,39384,ACTIVE,2020-07-30T03:34:06.751GMT
1,0,0,0,0,0,7500,39361,ACTIVE,2020-07-30T03:34:02.205GMT
1,0,0,0,0,0,10000,39127,ACTIVE,2020-07-30T03:21:37.320GMT
