host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-2202-002-tess0035.stratus.rno.ebay.com,5594,SUCCESS,6.570213607594937
hdc49-mcc10-01-0710-3709-027-tess0035.stratus.rno.ebay.com,5780,SUCCESS,6.350837138508371
hdc49-mcc10-01-0710-2509-025-tess0035.stratus.rno.ebay.com,5617,SUCCESS,6.154495484884177
hdc49-mcc10-01-0710-3306-024-tess0035.stratus.rno.ebay.com,6143,SUCCESS,5.911083392729864
hdc49-mcc10-01-0910-2703-040-tess0028.stratus.rno.ebay.com,6001,SUCCESS,5.403039736312031
hdc49-mcc10-01-0710-3509-005-tess0035.stratus.rno.ebay.com,6492,SUCCESS,5.387204823312678
hdc49-mcc10-01-0710-3804-026-tess0035.stratus.rno.ebay.com,6294,SUCCESS,5.216037571751609
hdc49-mcc10-01-0710-2605-036-tess0035.stratus.rno.ebay.com,6585,SUCCESS,5.21050024764735
hdc49-mcc10-01-0710-2509-034-tess0035.stratus.rno.ebay.com,7198,SUCCESS,5.129640718562874
hdc49-mcc10-01-0710-2603-013-tess0035.stratus.rno.ebay.com,7355,SUCCESS,4.621542514268989
hdc49-mcc10-01-0710-2102-004-tess0035.stratus.rno.ebay.com,8956,SUCCESS,3.910881689806574
hdc49-mcc10-01-0710-2202-017-tess0035.stratus.rno.ebay.com,8678,SUCCESS,3.813729128014842
hdc49-mcc10-01-0710-2102-023-tess0035.stratus.rno.ebay.com,9868,SUCCESS,3.3457133682971207
hdc49-mcc10-01-0710-3302-013-tess0035.stratus.rno.ebay.com,10501,SUCCESS,3.3085106382978724
hdc49-mcc10-01-0710-2003-033-tess0035.stratus.rno.ebay.com,10357,SUCCESS,3.137755621121172
hdc49-mcc10-01-0710-3409-019-tess0035.stratus.rno.ebay.com,10968,SUCCESS,2.9142419601837672
hdc49-mcc10-01-0710-3306-015-tess0035.stratus.rno.ebay.com,11410,SUCCESS,2.6318888582206275
hdc49-mcc10-01-0710-2605-023-tess0035.stratus.rno.ebay.com,15673,SUCCESS,2.499802006335797
hdc49-mcc10-01-0710-4205-012-tess0035.stratus.rno.ebay.com,12448,SUCCESS,2.305285234899329
hdc49-mcc10-01-0710-2603-025-tess0035.stratus.rno.ebay.com,16617,SUCCESS,1.8434879821129122
