Hosts,CpuTime(ms)
hdc49-mcc10-01-0710-3709-028-tess0035.stratus.rno.ebay.com,715131
hdc49-mcc10-01-0710-4102-035-tess0035.stratus.rno.ebay.com,688862
hdc49-mcc10-01-0710-2003-033-tess0035.stratus.rno.ebay.com,622185
hdc49-mcc10-01-0910-1803-030-tess0028.stratus.rno.ebay.com,457466
hdc49-mcc10-01-0710-2605-016-tess0035.stratus.rno.ebay.com,412511
hdc49-mcc10-01-0710-3306-004-tess0035.stratus.rno.ebay.com,397659
hdc49-mcc10-01-0710-2604-037-tess0035.stratus.rno.ebay.com,291183
hdc49-mcc10-01-0910-2703-017-tess0028.stratus.rno.ebay.com,274443
hdc49-mcc10-01-0710-2604-016-tess0035.stratus.rno.ebay.com,270186
hdc49-mcc10-01-0710-3509-006-tess0035.stratus.rno.ebay.com,245642
hdc49-mcc10-01-0710-2202-009-tess0035.stratus.rno.ebay.com,245351
hdc49-mcc10-01-0710-2003-038-tess0035.stratus.rno.ebay.com,239541
hdc49-mcc10-01-0910-1901-004-tess0028.stratus.rno.ebay.com,239188
hdc49-mcc10-01-0710-3409-031-tess0035.stratus.rno.ebay.com,216563
hdc49-mcc10-01-0910-1901-001-tess0028.stratus.rno.ebay.com,216344
hdc49-mcc10-01-0910-1710-022-tess0028.stratus.rno.ebay.com,208754
hdc49-mcc10-01-0910-1710-015-tess0028.stratus.rno.ebay.com,195940
hdc49-mcc10-01-0710-2003-014-tess0035.stratus.rno.ebay.com,192129
hdc49-mcc10-01-0710-2102-040-tess0035.stratus.rno.ebay.com,191055
hdc49-mcc10-01-0710-2104-019-tess0035.stratus.rno.ebay.com,11226
hdc49-mcc10-01-0710-3709-030-tess0035.stratus.rno.ebay.com,11111
hdc49-mcc10-01-0710-3708-035-tess0035.stratus.rno.ebay.com,10719
hdc49-mcc10-01-0710-2102-033-tess0035.stratus.rno.ebay.com,10564
hdc49-mcc10-01-0710-1903-023-tess0035.stratus.rno.ebay.com,10198
hdc49-mcc10-01-0710-3804-039-tess0035.stratus.rno.ebay.com,10143
hdc49-mcc10-01-0710-2509-004-tess0035.stratus.rno.ebay.com,10079
hdc49-mcc10-01-0710-4102-002-tess0035.stratus.rno.ebay.com,9933
hdc49-mcc10-01-0910-1803-023-tess0028.stratus.rno.ebay.com,9913
hdc49-mcc10-01-0710-3908-028-tess0035.stratus.rno.ebay.com,9862
hdc49-mcc10-01-0710-3602-031-tess0035.stratus.rno.ebay.com,9809
hdc49-mcc10-01-0710-3908-012-tess0035.stratus.rno.ebay.com,9731
hdc49-mcc10-01-0910-1901-003-tess0028.stratus.rno.ebay.com,9513
hdc49-mcc10-01-0710-3709-001-tess0035.stratus.rno.ebay.com,9191
hdc49-mcc10-01-0710-1903-034-tess0035.stratus.rno.ebay.com,9190
hdc49-mcc10-01-0710-3306-016-tess0035.stratus.rno.ebay.com,9148
hdc49-mcc10-01-0710-4105-006-tess0035.stratus.rno.ebay.com,8905
hdc49-mcc10-01-0710-3804-009-tess0035.stratus.rno.ebay.com,8801
hdc49-mcc10-01-0710-3602-004-tess0035.stratus.rno.ebay.com,8763
