host,duration,status
hdc49-mcc10-01-0710-3306-030-tess0035.stratus.rno.ebay.com,12140.0,RUNNING
hdc49-mcc10-01-0710-1804-015-tess0035.stratus.rno.ebay.com,6148.0,RUNNING
hdc49-mcc10-01-0710-3503-003-tess0035.stratus.rno.ebay.com,5061.0,RUNNING
hdc49-mcc10-01-0710-2102-005-tess0035.stratus.rno.ebay.com,4775.0,RUNNING
hdc49-mcc10-01-0910-2703-040-tess0028.stratus.rno.ebay.com,4465.0,RUNNING
hdc49-mcc10-01-0710-3602-028-tess0035.stratus.rno.ebay.com,4270.0,RUNNING
hdc49-mcc10-01-0710-2003-025-tess0035.stratus.rno.ebay.com,3957.0,RUNNING
