host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-3503-004-tess0035.stratus.rno.ebay.com,7112,SUCCESS,30556.479113745412
hdc49-mcc10-01-0710-3409-016-tess0035.stratus.rno.ebay.com,7148,SUCCESS,30359.707474407518
hdc49-mcc10-01-0710-2603-001-tess0035.stratus.rno.ebay.com,7288,SUCCESS,29691.868163658906
hdc49-mcc10-01-0710-3908-001-tess0035.stratus.rno.ebay.com,8212,SUCCESS,26334.724828934508
hdc49-mcc10-01-0710-2603-011-tess0035.stratus.rno.ebay.com,8203,SUCCESS,26317.64544121242
hdc49-mcc10-01-0710-2603-019-tess0035.stratus.rno.ebay.com,9084,SUCCESS,23756.763154991728
hdc49-mcc10-01-0710-2510-032-tess0035.stratus.rno.ebay.com,9287,SUCCESS,23289.78237390647
hdc49-mcc10-01-0710-2510-020-tess0035.stratus.rno.ebay.com,9396,SUCCESS,23118.388693333334
hdc49-mcc10-01-0710-2605-011-tess0035.stratus.rno.ebay.com,9545,SUCCESS,22643.031912660088
hdc49-mcc10-01-0710-2510-025-tess0035.stratus.rno.ebay.com,10369,SUCCESS,20988.739000096703
hdc49-mcc10-01-0710-2603-028-tess0035.stratus.rno.ebay.com,10433,SUCCESS,20693.85566019604
hdc49-mcc10-01-0710-3509-016-tess0035.stratus.rno.ebay.com,10597,SUCCESS,20301.66950515659
hdc49-mcc10-01-0710-2510-003-tess0035.stratus.rno.ebay.com,10922,SUCCESS,19737.226247248716
hdc49-mcc10-01-0710-4105-029-tess0035.stratus.rno.ebay.com,11399,SUCCESS,19039.706792021792
hdc49-mcc10-01-0710-1804-024-tess0035.stratus.rno.ebay.com,11396,SUCCESS,19011.99410989011
hdc49-mcc10-01-0710-1902-004-tess0035.stratus.rno.ebay.com,11729,SUCCESS,18559.39907708084
hdc49-mcc10-01-0710-2202-004-tess0035.stratus.rno.ebay.com,12016,SUCCESS,18059.862359316383
hdc49-mcc10-01-0910-1701-015-tess0028.stratus.rno.ebay.com,12423,SUCCESS,17494.606099725675
hdc49-mcc10-01-0710-2003-033-tess0035.stratus.rno.ebay.com,12635,SUCCESS,17163.934432728136
hdc49-mcc10-01-0710-1903-028-tess0035.stratus.rno.ebay.com,14091,SUCCESS,15365.176725670008
