Hosts,CpuTime(ms)
hdc49-mcc10-01-0710-2605-038-tess0035.stratus.rno.ebay.com,1454798
hdc49-mcc10-01-0710-1804-002-tess0035.stratus.rno.ebay.com,1358687
hdc49-mcc10-01-0710-2603-032-tess0035.stratus.rno.ebay.com,1100771
hdc49-mcc10-01-0710-2003-040-tess0035.stratus.rno.ebay.com,952119
hdc49-mcc10-01-0710-2605-017-tess0035.stratus.rno.ebay.com,785303
hdc49-mcc10-01-0710-2102-016-tess0035.stratus.rno.ebay.com,685478
hdc49-mcc10-01-0710-3804-024-tess0035.stratus.rno.ebay.com,637312
hdc49-mcc10-01-0910-1701-034-tess0028.stratus.rno.ebay.com,629715
hdc49-mcc10-01-0710-3602-029-tess0035.stratus.rno.ebay.com,626273
hdc49-mcc10-01-0710-4102-020-tess0035.stratus.rno.ebay.com,613030
hdc49-mcc10-01-0710-1804-016-tess0035.stratus.rno.ebay.com,378382
hdc49-mcc10-01-0710-4105-036-tess0035.stratus.rno.ebay.com,377835
hdc49-mcc10-01-0710-1903-025-tess0035.stratus.rno.ebay.com,225523
hdc49-mcc10-01-0910-1710-030-tess0028.stratus.rno.ebay.com,221751
hdc49-mcc10-01-0710-2510-037-tess0035.stratus.rno.ebay.com,172959
hdc49-mcc10-01-0710-2510-012-tess0035.stratus.rno.ebay.com,161555
hdc49-mcc10-01-0710-4102-017-tess0035.stratus.rno.ebay.com,160271
hdc49-mcc10-01-0910-1710-008-tess0028.stratus.rno.ebay.com,160092
hdc49-mcc10-01-0710-3503-014-tess0035.stratus.rno.ebay.com,153291
hdc49-mcc10-01-0710-2603-036-tess0035.stratus.rno.ebay.com,149171
hdc49-mcc10-01-0910-1701-037-tess0028.stratus.rno.ebay.com,148753
hdc49-mcc10-01-0710-3306-033-tess0035.stratus.rno.ebay.com,147278
hdc49-mcc10-01-0710-2104-028-tess0035.stratus.rno.ebay.com,146320
hdc49-mcc10-01-0910-1701-035-tess0028.stratus.rno.ebay.com,143987
hdc49-mcc10-01-0710-3509-020-tess0035.stratus.rno.ebay.com,143682
hdc49-mcc10-01-0710-1902-010-tess0035.stratus.rno.ebay.com,126161
hdc49-mcc10-01-0710-3409-014-tess0035.stratus.rno.ebay.com,124115
hdc49-mcc10-01-0710-4102-024-tess0035.stratus.rno.ebay.com,123168
hdc49-mcc10-01-0910-1901-016-tess0028.stratus.rno.ebay.com,113471
hdc49-mcc10-01-0710-2102-012-tess0035.stratus.rno.ebay.com,103678
