host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0910-1803-009-tess0028.stratus.rno.ebay.com,4746,SUCCESS,0.012478849407783418
hdc49-mcc10-01-0710-2102-010-tess0035.stratus.rno.ebay.com,5590,SUCCESS,0.010588657573582197
hdc49-mcc10-01-0910-1701-002-tess0028.stratus.rno.ebay.com,5706,SUCCESS,0.010394644115574348
hdc49-mcc10-01-0710-4105-037-tess0035.stratus.rno.ebay.com,5839,SUCCESS,0.01013745704467354
hdc49-mcc10-01-0710-4205-030-tess0035.stratus.rno.ebay.com,5934,SUCCESS,0.009974640743871513
hdc49-mcc10-01-0710-2509-015-tess0035.stratus.rno.ebay.com,6332,SUCCESS,0.009366566121606605
hdc49-mcc10-01-0710-2510-014-tess0035.stratus.rno.ebay.com,6538,SUCCESS,0.009053245358293693
hdc49-mcc10-01-0710-3503-001-tess0035.stratus.rno.ebay.com,6675,SUCCESS,0.00886018921760024
hdc49-mcc10-01-0710-1903-040-tess0035.stratus.rno.ebay.com,6809,SUCCESS,0.00869180907483795
hdc49-mcc10-01-0710-4102-009-tess0035.stratus.rno.ebay.com,6945,SUCCESS,0.008523548107483386
hdc49-mcc10-01-0710-3503-003-tess0035.stratus.rno.ebay.com,7037,SUCCESS,0.008409350057012543
hdc49-mcc10-01-0710-2605-038-tess0035.stratus.rno.ebay.com,7332,SUCCESS,0.008089949266419854
hdc49-mcc10-01-0910-1710-029-tess0028.stratus.rno.ebay.com,7456,SUCCESS,0.007939712017225138
hdc49-mcc10-01-0710-2202-033-tess0035.stratus.rno.ebay.com,7645,SUCCESS,0.007744814912050407
hdc49-mcc10-01-0710-1903-005-tess0035.stratus.rno.ebay.com,7819,SUCCESS,0.007568954457985888
hdc49-mcc10-01-0910-1710-008-tess0028.stratus.rno.ebay.com,7970,SUCCESS,0.007423251132360342
hdc49-mcc10-01-0710-3709-002-tess0035.stratus.rno.ebay.com,8035,SUCCESS,0.007367632367632368
hdc49-mcc10-01-0710-3804-026-tess0035.stratus.rno.ebay.com,8362,SUCCESS,0.007071796715809661
hdc49-mcc10-01-0710-3804-026-tess0035.stratus.rno.ebay.com,8444,SUCCESS,0.007007125890736342
hdc49-mcc10-01-0910-2703-033-tess0028.stratus.rno.ebay.com,8593,SUCCESS,0.0068860877684407094
