host,duration,status,taskMetrics.shuffleReadMetrics.remoteBytesRead.rateInKB
hdc49-mcc10-01-0710-2605-017-tess0035.stratus.rno.ebay.com,3874,SUCCESS,153.19478073715362
hdc49-mcc10-01-0710-3302-002-tess0035.stratus.rno.ebay.com,3835,SUCCESS,152.37089329351073
hdc49-mcc10-01-0710-2604-007-tess0035.stratus.rno.ebay.com,3875,SUCCESS,151.39072137302225
hdc49-mcc10-01-0710-1804-018-tess0035.stratus.rno.ebay.com,3841,SUCCESS,150.70795979353437
hdc49-mcc10-01-0710-3804-023-tess0035.stratus.rno.ebay.com,3704,SUCCESS,146.25400843881857
hdc49-mcc10-01-0710-1903-034-tess0035.stratus.rno.ebay.com,3839,SUCCESS,144.6942849330052
hdc49-mcc10-01-0710-2202-032-tess0035.stratus.rno.ebay.com,3839,SUCCESS,144.2525197493871
hdc49-mcc10-01-0710-2605-005-tess0035.stratus.rno.ebay.com,3842,SUCCESS,144.14729104274434
hdc49-mcc10-01-0710-2603-015-tess0035.stratus.rno.ebay.com,3834,SUCCESS,143.866612333605
hdc49-mcc10-01-0710-4205-012-tess0035.stratus.rno.ebay.com,3842,SUCCESS,143.33306255077173
hdc49-mcc10-01-0710-2603-008-tess0035.stratus.rno.ebay.com,3901,SUCCESS,140.96644474034622
hdc49-mcc10-01-0710-4205-014-tess0035.stratus.rno.ebay.com,3901,SUCCESS,140.71375066880685
hdc49-mcc10-01-0710-1903-035-tess0035.stratus.rno.ebay.com,4113,SUCCESS,140.13643254168773
hdc49-mcc10-01-0710-4205-025-tess0035.stratus.rno.ebay.com,3964,SUCCESS,138.84879454926624
hdc49-mcc10-01-0710-2104-008-tess0035.stratus.rno.ebay.com,4035,SUCCESS,135.3299793601651
hdc49-mcc10-01-0710-1903-040-tess0035.stratus.rno.ebay.com,4157,SUCCESS,126.26688590943587
hdc49-mcc10-01-0910-1701-004-tess0028.stratus.rno.ebay.com,5301,SUCCESS,110.21186110027311
hdc49-mcc10-01-0710-2603-010-tess0035.stratus.rno.ebay.com,508,SUCCESS,12.186186186186186
hdc49-mcc10-01-0710-3509-020-tess0035.stratus.rno.ebay.com,1421,SUCCESS,4.715990453460621
hdc49-mcc10-01-0710-2509-034-tess0035.stratus.rno.ebay.com,569,SUCCESS,0.5634517766497462
