host,duration,status,taskCpuRate,taskMetrics.executorRunTime,taskMetrics.executorCpuTime
hdc49-mcc10-01-0710-2605-027-tess0035.stratus.rno.ebay.com,6288,SUCCESS,0.9934609250398724,6270,6229
hdc49-mcc10-01-0910-2703-018-tess0028.stratus.rno.ebay.com,5289,SUCCESS,0.9933636708380735,5274,5239
hdc49-mcc10-01-0910-1901-022-tess0028.stratus.rno.ebay.com,6007,SUCCESS,0.992992992992993,5994,5952
hdc49-mcc10-01-0710-4105-029-tess0035.stratus.rno.ebay.com,8884,SUCCESS,0.9918790886532822,8866,8794
hdc49-mcc10-01-0910-1803-022-tess0028.stratus.rno.ebay.com,5578,SUCCESS,0.9888509260924294,5561,5499
hdc49-mcc10-01-0710-2605-011-tess0035.stratus.rno.ebay.com,6628,SUCCESS,0.984271022383545,6612,6508
hdc49-mcc10-01-0710-2202-028-tess0035.stratus.rno.ebay.com,4724,SUCCESS,0.9800382246761521,4709,4615
hdc49-mcc10-01-0710-3306-014-tess0035.stratus.rno.ebay.com,4413,SUCCESS,0.9656036446469248,4390,4239
hdc49-mcc10-01-0710-3503-019-tess0035.stratus.rno.ebay.com,8332,SUCCESS,0.910873225884051,8314,7573
hdc49-mcc10-01-0910-1901-022-tess0028.stratus.rno.ebay.com,96,SUCCESS,0.9102564102564102,78,71
hdc49-mcc10-01-0910-1701-028-tess0028.stratus.rno.ebay.com,5899,SUCCESS,0.8986911439741628,5883,5287
hdc49-mcc10-01-0710-3302-011-tess0035.stratus.rno.ebay.com,6551,SUCCESS,0.8440703902065799,6535,5516
hdc49-mcc10-01-0710-4105-016-tess0035.stratus.rno.ebay.com,6300,SUCCESS,0.8436056696926262,6279,5297
hdc49-mcc10-01-0910-1701-005-tess0028.stratus.rno.ebay.com,12148,SUCCESS,0.8246445497630331,12027,9918
hdc49-mcc10-01-0910-2703-038-tess0028.stratus.rno.ebay.com,8421,SUCCESS,0.7450910389146733,8403,6261
hdc49-mcc10-01-0910-1710-021-tess0028.stratus.rno.ebay.com,14350,SUCCESS,0.5545473581349899,14327,7945
hdc49-mcc10-01-0710-2104-016-tess0035.stratus.rno.ebay.com,9693,SUCCESS,0.5272238867651617,9679,5103
hdc49-mcc10-01-0710-3503-023-tess0035.stratus.rno.ebay.com,24841,SUCCESS,0.3577730330741651,24823,8881
hdc49-mcc10-01-0710-3306-010-tess0035.stratus.rno.ebay.com,30907,SUCCESS,0.2372766122766123,30888,7329
hdc49-mcc10-01-0710-2510-011-tess0035.stratus.rno.ebay.com,54579,SUCCESS,0.1606615692098942,54537,8762
