host,duration,status
hdc49-mcc10-01-0710-1804-040-tess0035.stratus.rno.ebay.com,3404682,RUNNING
hdc49-mcc10-01-0710-3306-018-tess0035.stratus.rno.ebay.com,3403176,RUNNING
hdc49-mcc10-01-0910-2703-033-tess0028.stratus.rno.ebay.com,3399600,RUNNING
hdc49-mcc10-01-0710-1804-010-tess0035.stratus.rno.ebay.com,3393775,RUNNING
hdc49-mcc10-01-0710-4102-009-tess0035.stratus.rno.ebay.com,3393221,RUNNING
hdc49-mcc10-01-0910-2703-039-tess0028.stratus.rno.ebay.com,3392985,RUNNING
