host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-3709-020-tess0035.stratus.rno.ebay.com,39407,SUCCESS,960.5514308204048
hdc49-mcc10-01-0710-2509-021-tess0035.stratus.rno.ebay.com,40278,SUCCESS,944.6978315407734
hdc49-mcc10-01-0710-2102-010-tess0035.stratus.rno.ebay.com,40425,SUCCESS,927.0049988863867
hdc49-mcc10-01-0710-3908-001-tess0035.stratus.rno.ebay.com,42613,SUCCESS,896.4672489082969
hdc49-mcc10-01-0710-3804-001-tess0035.stratus.rno.ebay.com,40387,SUCCESS,884.5599375727699
hdc49-mcc10-01-0710-3409-009-tess0035.stratus.rno.ebay.com,44625,SUCCESS,837.9223871228086
hdc49-mcc10-01-0910-1901-026-tess0028.stratus.rno.ebay.com,48336,SUCCESS,792.6433391289949
hdc49-mcc10-01-0710-4105-007-tess0035.stratus.rno.ebay.com,48200,SUCCESS,788.5542433739441
hdc49-mcc10-01-0710-2603-005-tess0035.stratus.rno.ebay.com,50221,SUCCESS,765.2952050837666
hdc49-mcc10-01-0710-2605-027-tess0035.stratus.rno.ebay.com,53046,SUCCESS,711.6260254596888
hdc49-mcc10-01-0710-2510-025-tess0035.stratus.rno.ebay.com,54463,SUCCESS,667.2330130972281
hdc49-mcc10-01-0710-1903-025-tess0035.stratus.rno.ebay.com,63148,SUCCESS,594.671107872182
hdc49-mcc10-01-0910-1803-018-tess0028.stratus.rno.ebay.com,63763,SUCCESS,593.3262264476554
hdc49-mcc10-01-0710-2510-002-tess0035.stratus.rno.ebay.com,63165,SUCCESS,584.1123762768232
hdc49-mcc10-01-0710-2003-024-tess0035.stratus.rno.ebay.com,62755,SUCCESS,583.4417789112936
hdc49-mcc10-01-0710-3602-034-tess0035.stratus.rno.ebay.com,65181,SUCCESS,572.49904080787
hdc49-mcc10-01-0710-1804-005-tess0035.stratus.rno.ebay.com,65178,SUCCESS,557.7803616381162
hdc49-mcc10-01-0710-1804-030-tess0035.stratus.rno.ebay.com,66646,SUCCESS,550.2830168855535
hdc49-mcc10-01-0710-3503-037-tess0035.stratus.rno.ebay.com,99061,SUCCESS,389.0717747309331
hdc49-mcc10-01-0710-2003-004-tess0035.stratus.rno.ebay.com,167013,SUCCESS,227.6760603864879
