accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,5131,2691,hdc49-mcc10-01-0710-2603-007-tess0035.stratus.rno.ebay.com,0,2020-07-30T08:19:51.123GMT,False,SUCCESS,33029033,PROCESS_LOCAL,0,0,14,2637054,15,4707,0,78824,0,0,0,0,0,0,268730368,0,4007,0,0,0,0,0,0,0,0,0,0
[],0,5321,3245,hdc49-mcc10-01-0710-4105-004-tess0035.stratus.rno.ebay.com,1,2020-07-30T08:19:51.124GMT,False,SUCCESS,33029034,PROCESS_LOCAL,0,0,20,6233775,20,4892,0,78824,0,0,0,0,0,0,268730368,0,4007,0,0,0,0,0,0,0,0,0,0
[],0,19243,2646,hdc49-mcc10-01-0710-2202-011-tess0035.stratus.rno.ebay.com,2,2020-07-30T08:19:51.124GMT,False,SUCCESS,33029035,PROCESS_LOCAL,0,0,691,6038190,14,18819,0,107085272,0,8093902,0,0,0,0,402948096,0,5157,0,0,0,0,0,0,0,19163,244,508288
[],0,10988,3302,hdc49-mcc10-01-0710-2104-016-tess0035.stratus.rno.ebay.com,3,2020-07-30T08:19:51.124GMT,False,SUCCESS,33029036,PROCESS_LOCAL,0,0,733,4852567,46,10530,0,101974896,3,8190400,0,0,0,0,402948096,0,4811,0,0,0,0,0,0,0,11904,149,315634
[],0,5770,3247,hdc49-mcc10-01-0710-4105-026-tess0035.stratus.rno.ebay.com,4,2020-07-30T08:19:51.124GMT,False,SUCCESS,33029037,PROCESS_LOCAL,0,0,676,2268363,44,5316,0,96134684,0,8290400,0,0,0,0,402948096,0,4683,0,0,0,0,0,0,0,10829,117,389969
[],0,13869,2442,hdc49-mcc10-01-0710-4102-003-tess0035.stratus.rno.ebay.com,5,2020-07-30T08:19:51.124GMT,False,SUCCESS,33029038,PROCESS_LOCAL,0,0,457,5765165,30,13430,0,67220472,1,6450300,111,0,0,0,402948096,0,4726,0,0,0,0,0,0,0,13924,116,259595
[],0,5158,3065,hdc49-mcc10-01-0710-2603-001-tess0035.stratus.rno.ebay.com,6,2020-07-30T08:19:51.124GMT,False,SUCCESS,33029039,PROCESS_LOCAL,0,0,17,2546523,25,4719,0,78824,0,0,0,0,0,0,268730368,0,4007,0,0,0,0,0,0,0,0,0,0
[],0,7182,3156,hdc49-mcc10-01-0710-2102-011-tess0035.stratus.rno.ebay.com,7,2020-07-30T08:19:51.124GMT,False,SUCCESS,33029040,PROCESS_LOCAL,0,0,19,4459943,27,6746,0,78770,0,0,123,0,0,0,268730368,0,4050,0,0,0,0,0,0,0,0,0,0
[],0,4994,1594,hdc49-mcc10-01-0710-2604-031-tess0035.stratus.rno.ebay.com,8,2020-07-30T08:19:51.124GMT,False,SUCCESS,33029041,PROCESS_LOCAL,0,0,32,4229703,41,4540,0,78770,0,0,70,0,0,0,268730368,0,4050,0,0,0,0,0,0,0,0,0,0
[],0,8991,3136,hdc49-mcc10-01-0710-3708-034-tess0035.stratus.rno.ebay.com,9,2020-07-30T08:19:51.125GMT,False,SUCCESS,33029042,PROCESS_LOCAL,0,0,978,3223218,16,8566,0,107179608,2,8093902,0,0,0,0,402948096,0,4959,0,0,0,0,0,0,0,14911,190,400173
[],0,5056,3211,hdc49-mcc10-01-0910-1803-025-tess0028.stratus.rno.ebay.com,10,2020-07-30T08:19:51.125GMT,False,SUCCESS,33029043,PROCESS_LOCAL,0,0,685,2898875,36,4611,0,101895780,6,8177151,0,0,0,0,402948096,0,4731,0,0,0,0,0,0,0,10384,130,290860
[],0,6057,3326,hdc49-mcc10-01-0710-3709-034-tess0035.stratus.rno.ebay.com,11,2020-07-30T08:19:51.126GMT,False,SUCCESS,33029044,PROCESS_LOCAL,0,0,726,2836319,49,5602,0,96253988,3,8300400,0,0,0,0,402948096,0,4691,0,0,0,0,0,0,0,11414,117,261527
[],0,37175,2997,hdc49-mcc10-01-0710-2605-031-tess0035.stratus.rno.ebay.com,12,2020-07-30T08:19:51.126GMT,False,RUNNING,33029045,PROCESS_LOCAL,0,0,0,0,0,0,0,47169116,3,4160200,0,0,0,0,268435456,0,0,0,0,0,0,0,0,0,0,0,0
[],0,4989,3243,hdc49-mcc10-01-0710-1903-002-tess0035.stratus.rno.ebay.com,13,2020-07-30T08:19:51.126GMT,False,SUCCESS,33029046,PROCESS_LOCAL,0,0,16,6836415,13,4568,0,78770,0,0,0,0,0,0,268730368,0,4007,0,0,0,0,0,0,0,0,0,0
[],0,4976,3346,hdc49-mcc10-01-0710-3804-008-tess0035.stratus.rno.ebay.com,14,2020-07-30T08:19:51.126GMT,False,SUCCESS,33029047,PROCESS_LOCAL,0,0,18,3210098,61,4507,0,81437,0,0,0,0,0,0,268730368,0,4007,0,0,0,0,0,0,0,0,0,0
