host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-1902-010-tess0035.stratus.rno.ebay.com,10346,SUCCESS,580.4913522012579
hdc49-mcc10-01-0710-3602-007-tess0035.stratus.rno.ebay.com,11955,SUCCESS,461.1667090862815
hdc49-mcc10-01-0710-2604-040-tess0035.stratus.rno.ebay.com,13435,SUCCESS,367.38308945542315
hdc49-mcc10-01-0710-3708-035-tess0035.stratus.rno.ebay.com,16062,SUCCESS,313.15159909342736
hdc49-mcc10-01-0710-3908-018-tess0035.stratus.rno.ebay.com,46273,SUCCESS,225.88589729671045
hdc49-mcc10-01-0710-3302-025-tess0035.stratus.rno.ebay.com,47471,SUCCESS,220.1462434712736
hdc49-mcc10-01-0710-4102-014-tess0035.stratus.rno.ebay.com,59591,SUCCESS,189.51380824960873
hdc49-mcc10-01-0710-3708-034-tess0035.stratus.rno.ebay.com,51344,SUCCESS,183.3994996970822
hdc49-mcc10-01-0710-3503-031-tess0035.stratus.rno.ebay.com,55043,SUCCESS,170.47577999708412
hdc49-mcc10-01-0710-3709-039-tess0035.stratus.rno.ebay.com,58715,SUCCESS,159.95689610900936
hdc49-mcc10-01-0910-2703-025-tess0028.stratus.rno.ebay.com,69428,SUCCESS,150.26936965565056
hdc49-mcc10-01-0910-1901-002-tess0028.stratus.rno.ebay.com,56801,SUCCESS,145.30098201985234
hdc49-mcc10-01-0710-2003-019-tess0035.stratus.rno.ebay.com,59616,SUCCESS,139.10124175528335
hdc49-mcc10-01-0710-1903-029-tess0035.stratus.rno.ebay.com,60480,SUCCESS,136.3448904806911
hdc49-mcc10-01-0710-3302-014-tess0035.stratus.rno.ebay.com,69054,SUCCESS,119.92915535291641
hdc49-mcc10-01-0710-2605-001-tess0035.stratus.rno.ebay.com,84662,SUCCESS,98.5411103219697
hdc49-mcc10-01-0910-1701-028-tess0028.stratus.rno.ebay.com,2383,SUCCESS,0.0
hdc49-mcc10-01-0710-2604-009-tess0035.stratus.rno.ebay.com,1784,SUCCESS,0.0
hdc49-mcc10-01-0910-1901-018-tess0028.stratus.rno.ebay.com,2082,SUCCESS,0.0
hdc49-mcc10-01-0710-1804-031-tess0035.stratus.rno.ebay.com,91495,RUNNING,
