Hosts,CpuTime(ms)
hdc49-mcc10-01-0910-2703-025-tess0028.stratus.rno.ebay.com,68727
hdc49-mcc10-01-0710-3302-014-tess0035.stratus.rno.ebay.com,68491
hdc49-mcc10-01-0710-2605-001-tess0035.stratus.rno.ebay.com,64661
hdc49-mcc10-01-0710-1903-029-tess0035.stratus.rno.ebay.com,59855
hdc49-mcc10-01-0710-2003-019-tess0035.stratus.rno.ebay.com,59187
hdc49-mcc10-01-0710-4102-014-tess0035.stratus.rno.ebay.com,58948
hdc49-mcc10-01-0710-3709-039-tess0035.stratus.rno.ebay.com,57927
hdc49-mcc10-01-0910-1901-002-tess0028.stratus.rno.ebay.com,56333
hdc49-mcc10-01-0710-3503-031-tess0035.stratus.rno.ebay.com,54620
hdc49-mcc10-01-0710-3708-034-tess0035.stratus.rno.ebay.com,50921
hdc49-mcc10-01-0710-3302-025-tess0035.stratus.rno.ebay.com,46936
hdc49-mcc10-01-0710-3908-018-tess0035.stratus.rno.ebay.com,45829
hdc49-mcc10-01-0710-3708-035-tess0035.stratus.rno.ebay.com,15462
hdc49-mcc10-01-0710-2604-040-tess0035.stratus.rno.ebay.com,12917
hdc49-mcc10-01-0710-3602-007-tess0035.stratus.rno.ebay.com,11616
hdc49-mcc10-01-0710-1902-010-tess0035.stratus.rno.ebay.com,9895
hdc49-mcc10-01-0710-3409-027-tess0035.stratus.rno.ebay.com,3223
hdc49-mcc10-01-0710-3602-028-tess0035.stratus.rno.ebay.com,3117
hdc49-mcc10-01-0710-3409-016-tess0035.stratus.rno.ebay.com,3051
hdc49-mcc10-01-0710-3908-020-tess0035.stratus.rno.ebay.com,3012
hdc49-mcc10-01-0710-3302-030-tess0035.stratus.rno.ebay.com,2996
hdc49-mcc10-01-0910-1701-028-tess0028.stratus.rno.ebay.com,1917
hdc49-mcc10-01-0910-1901-018-tess0028.stratus.rno.ebay.com,1786
hdc49-mcc10-01-0710-2604-009-tess0035.stratus.rno.ebay.com,1478
