CPUBound,IOBound,MemBound,MixBound,ResourceLimit,dataSkew,numTasks,stageId,status,submissionTime
0,0,0,1,0,0,500,137231,ACTIVE,2020-07-30T08:20:22.273GMT
0,0,0,0,0,1,3792,137228,ACTIVE,2020-07-30T08:19:51.112GMT
1,0,0,0,0,0,1040,137215,ACTIVE,2020-07-30T08:18:52.923GMT
