host,duration,status,taskMetrics.shuffleReadMetrics.remoteBytesRead.rateInKB
hdc49-mcc10-01-0710-4105-001-tess0035.stratus.rno.ebay.com,1622,SUCCESS,25116.381013470174
hdc49-mcc10-01-0710-3908-001-tess0035.stratus.rno.ebay.com,1745,SUCCESS,23315.79238548483
hdc49-mcc10-01-0710-3503-010-tess0035.stratus.rno.ebay.com,1747,SUCCESS,23274.789910979227
hdc49-mcc10-01-0710-2605-025-tess0035.stratus.rno.ebay.com,1745,SUCCESS,23274.15366289458
hdc49-mcc10-01-0910-1701-020-tess0028.stratus.rno.ebay.com,1758,SUCCESS,23130.706091070373
hdc49-mcc10-01-0910-2703-018-tess0028.stratus.rno.ebay.com,1761,SUCCESS,23120.07075471698
hdc49-mcc10-01-0710-2509-033-tess0035.stratus.rno.ebay.com,1759,SUCCESS,23071.41391509434
hdc49-mcc10-01-0710-2605-020-tess0035.stratus.rno.ebay.com,1760,SUCCESS,22905.079505300353
hdc49-mcc10-01-0710-2605-012-tess0035.stratus.rno.ebay.com,1778,SUCCESS,22877.99006428989
hdc49-mcc10-01-0710-3306-017-tess0035.stratus.rno.ebay.com,1781,SUCCESS,22832.688448074678
hdc49-mcc10-01-0710-2604-019-tess0035.stratus.rno.ebay.com,1783,SUCCESS,22763.510180337405
hdc49-mcc10-01-0710-3409-016-tess0035.stratus.rno.ebay.com,1786,SUCCESS,22571.994776552525
hdc49-mcc10-01-0710-3509-035-tess0035.stratus.rno.ebay.com,1806,SUCCESS,22414.60503720664
hdc49-mcc10-01-0710-4102-012-tess0035.stratus.rno.ebay.com,1818,SUCCESS,22258.805460750853
hdc49-mcc10-01-0710-2604-029-tess0035.stratus.rno.ebay.com,1843,SUCCESS,22026.556805399327
hdc49-mcc10-01-0710-2603-039-tess0035.stratus.rno.ebay.com,1930,SUCCESS,21356.094298245614
hdc49-mcc10-01-0710-2603-002-tess0035.stratus.rno.ebay.com,1976,SUCCESS,20504.734939759037
hdc49-mcc10-01-0710-2605-031-tess0035.stratus.rno.ebay.com,1997,SUCCESS,20345.33956386293
hdc49-mcc10-01-0710-2003-033-tess0035.stratus.rno.ebay.com,2115,SUCCESS,19153.284596577018
hdc49-mcc10-01-0710-3709-037-tess0035.stratus.rno.ebay.com,2112,SUCCESS,19103.840117704756
