host,duration,status,taskMetrics.shuffleReadMetrics.remoteBytesRead.rateInKB
hdc49-mcc10-01-0710-2003-035-tess0035.stratus.rno.ebay.com,79869,SUCCESS,5.445011044493531
hdc49-mcc10-01-0710-2605-024-tess0035.stratus.rno.ebay.com,85100,SUCCESS,5.013960592999574
hdc49-mcc10-01-0710-3804-008-tess0035.stratus.rno.ebay.com,88678,SUCCESS,4.957316518972961
hdc49-mcc10-01-0710-4205-016-tess0035.stratus.rno.ebay.com,90477,SUCCESS,4.916377005347593
hdc49-mcc10-01-0710-3708-005-tess0035.stratus.rno.ebay.com,93010,SUCCESS,4.744440595024143
hdc49-mcc10-01-0710-4205-022-tess0035.stratus.rno.ebay.com,90411,SUCCESS,4.723559031259051
hdc49-mcc10-01-0710-4205-002-tess0035.stratus.rno.ebay.com,95155,SUCCESS,4.632383129113496
hdc49-mcc10-01-0710-3409-022-tess0035.stratus.rno.ebay.com,97835,SUCCESS,4.6297767260006175
hdc49-mcc10-01-0910-1701-007-tess0028.stratus.rno.ebay.com,97768,SUCCESS,4.531915988880881
hdc49-mcc10-01-0710-3804-039-tess0035.stratus.rno.ebay.com,108165,SUCCESS,4.496070461964862
hdc49-mcc10-01-0710-3708-016-tess0035.stratus.rno.ebay.com,97738,SUCCESS,4.342280081983253
hdc49-mcc10-01-0910-1803-038-tess0028.stratus.rno.ebay.com,100847,SUCCESS,4.2887930604218445
hdc49-mcc10-01-0710-3509-035-tess0035.stratus.rno.ebay.com,101462,SUCCESS,4.121106923229518
hdc49-mcc10-01-0710-3908-015-tess0035.stratus.rno.ebay.com,107578,SUCCESS,3.909788077736004
hdc49-mcc10-01-0910-1901-024-tess0028.stratus.rno.ebay.com,114988,SUCCESS,3.863379567278261
hdc49-mcc10-01-0710-2202-026-tess0035.stratus.rno.ebay.com,119096,SUCCESS,3.6614872738941715
hdc49-mcc10-01-0710-3302-032-tess0035.stratus.rno.ebay.com,116025,SUCCESS,3.6522865959364816
hdc49-mcc10-01-0910-2703-032-tess0028.stratus.rno.ebay.com,137838,SUCCESS,3.0722032712323974
hdc49-mcc10-01-0710-1902-033-tess0035.stratus.rno.ebay.com,155280,SUCCESS,2.7312677040083817
hdc49-mcc10-01-0710-2603-023-tess0035.stratus.rno.ebay.com,161225,SUCCESS,2.635101639180908
