host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-4105-010-tess0035.stratus.rno.ebay.com,10058,SUCCESS,10427.21318812472
hdc49-mcc10-01-0710-2604-032-tess0035.stratus.rno.ebay.com,10881,SUCCESS,10073.54511627907
hdc49-mcc10-01-0710-3602-023-tess0035.stratus.rno.ebay.com,10447,SUCCESS,9751.326717342343
hdc49-mcc10-01-0710-3509-017-tess0035.stratus.rno.ebay.com,10856,SUCCESS,9748.188015978694
hdc49-mcc10-01-0710-1902-011-tess0035.stratus.rno.ebay.com,10676,SUCCESS,9344.319994537012
hdc49-mcc10-01-0710-4205-003-tess0035.stratus.rno.ebay.com,10922,SUCCESS,9067.269362939465
hdc49-mcc10-01-0710-3602-039-tess0035.stratus.rno.ebay.com,10677,SUCCESS,8980.056291843148
hdc49-mcc10-01-0710-2605-006-tess0035.stratus.rno.ebay.com,10956,SUCCESS,8896.198237305973
hdc49-mcc10-01-0710-2509-030-tess0035.stratus.rno.ebay.com,11325,SUCCESS,8858.24373433584
hdc49-mcc10-01-0710-3302-015-tess0035.stratus.rno.ebay.com,11370,SUCCESS,8338.074120289493
hdc49-mcc10-01-0910-1803-031-tess0028.stratus.rno.ebay.com,11958,SUCCESS,8040.326833797586
hdc49-mcc10-01-0910-1803-019-tess0028.stratus.rno.ebay.com,11551,SUCCESS,7990.8915456874465
hdc49-mcc10-01-0710-2102-009-tess0035.stratus.rno.ebay.com,11557,SUCCESS,7889.156881851401
hdc49-mcc10-01-0910-1710-015-tess0028.stratus.rno.ebay.com,11661,SUCCESS,7853.881772212858
hdc49-mcc10-01-0710-3503-039-tess0035.stratus.rno.ebay.com,12242,SUCCESS,7849.407145264577
hdc49-mcc10-01-0910-2703-019-tess0028.stratus.rno.ebay.com,13012,SUCCESS,7347.722607346094
hdc49-mcc10-01-0710-4205-023-tess0035.stratus.rno.ebay.com,13042,SUCCESS,6974.656030565882
hdc49-mcc10-01-0710-2605-033-tess0035.stratus.rno.ebay.com,14120,SUCCESS,6393.963344469191
hdc49-mcc10-01-0710-2603-009-tess0035.stratus.rno.ebay.com,14231,SUCCESS,6385.474671324814
hdc49-mcc10-01-0710-2102-011-tess0035.stratus.rno.ebay.com,15524,SUCCESS,6001.040259633555
