Hosts,CpuTime(ms)
hdc49-mcc10-01-0910-1710-031-tess0028.stratus.rno.ebay.com,48168
hdc49-mcc10-01-0710-3804-016-tess0035.stratus.rno.ebay.com,48105
hdc49-mcc10-01-0710-3602-001-tess0035.stratus.rno.ebay.com,48035
hdc49-mcc10-01-0710-3709-015-tess0035.stratus.rno.ebay.com,47719
hdc49-mcc10-01-0710-3409-015-tess0035.stratus.rno.ebay.com,47684
hdc49-mcc10-01-0910-1901-027-tess0028.stratus.rno.ebay.com,47424
hdc49-mcc10-01-0710-2604-015-tess0035.stratus.rno.ebay.com,46912
hdc49-mcc10-01-0710-4102-025-tess0035.stratus.rno.ebay.com,46728
hdc49-mcc10-01-0710-2604-020-tess0035.stratus.rno.ebay.com,44325
hdc49-mcc10-01-0710-3409-038-tess0035.stratus.rno.ebay.com,42712
hdc49-mcc10-01-0710-2202-004-tess0035.stratus.rno.ebay.com,42641
hdc49-mcc10-01-0710-2604-040-tess0035.stratus.rno.ebay.com,42491
hdc49-mcc10-01-0710-3804-022-tess0035.stratus.rno.ebay.com,42163
hdc49-mcc10-01-0710-4205-015-tess0035.stratus.rno.ebay.com,39751
hdc49-mcc10-01-0710-3302-029-tess0035.stratus.rno.ebay.com,39415
hdc49-mcc10-01-0710-3708-005-tess0035.stratus.rno.ebay.com,38979
hdc49-mcc10-01-0910-2703-030-tess0028.stratus.rno.ebay.com,38231
hdc49-mcc10-01-0710-2509-015-tess0035.stratus.rno.ebay.com,38192
hdc49-mcc10-01-0710-2605-001-tess0035.stratus.rno.ebay.com,37745
hdc49-mcc10-01-0710-2509-033-tess0035.stratus.rno.ebay.com,37318
hdc49-mcc10-01-0710-3306-027-tess0035.stratus.rno.ebay.com,36025
hdc49-mcc10-01-0710-3409-022-tess0035.stratus.rno.ebay.com,35687
hdc49-mcc10-01-0710-1804-012-tess0035.stratus.rno.ebay.com,35366
hdc49-mcc10-01-0710-2604-035-tess0035.stratus.rno.ebay.com,34773
hdc49-mcc10-01-0710-3708-033-tess0035.stratus.rno.ebay.com,33795
hdc49-mcc10-01-0710-3306-007-tess0035.stratus.rno.ebay.com,31803
hdc49-mcc10-01-0910-1803-009-tess0028.stratus.rno.ebay.com,29096
hdc49-mcc10-01-0710-3709-006-tess0035.stratus.rno.ebay.com,28658
hdc49-mcc10-01-0710-3602-005-tess0035.stratus.rno.ebay.com,28075
hdc49-mcc10-01-0710-2603-023-tess0035.stratus.rno.ebay.com,27572
hdc49-mcc10-01-0710-3306-014-tess0035.stratus.rno.ebay.com,27249
hdc49-mcc10-01-0710-2604-005-tess0035.stratus.rno.ebay.com,27097
hdc49-mcc10-01-0710-3302-039-tess0035.stratus.rno.ebay.com,26742
hdc49-mcc10-01-0710-1903-033-tess0035.stratus.rno.ebay.com,26707
hdc49-mcc10-01-0710-2603-030-tess0035.stratus.rno.ebay.com,26381
hdc49-mcc10-01-0910-1701-020-tess0028.stratus.rno.ebay.com,25432
hdc49-mcc10-01-0710-2202-013-tess0035.stratus.rno.ebay.com,23878
hdc49-mcc10-01-0710-2003-021-tess0035.stratus.rno.ebay.com,23606
hdc49-mcc10-01-0710-3709-038-tess0035.stratus.rno.ebay.com,23418
hdc49-mcc10-01-0710-1804-023-tess0035.stratus.rno.ebay.com,22312
hdc49-mcc10-01-0710-3306-011-tess0035.stratus.rno.ebay.com,20387
hdc49-mcc10-01-0710-4105-031-tess0035.stratus.rno.ebay.com,19980
hdc49-mcc10-01-0710-3709-018-tess0035.stratus.rno.ebay.com,19973
hdc49-mcc10-01-0710-1903-030-tess0035.stratus.rno.ebay.com,18782
hdc49-mcc10-01-0710-4102-033-tess0035.stratus.rno.ebay.com,18116
hdc49-mcc10-01-0710-3509-001-tess0035.stratus.rno.ebay.com,16207
hdc49-mcc10-01-0910-1710-014-tess0028.stratus.rno.ebay.com,15571
hdc49-mcc10-01-0710-2604-021-tess0035.stratus.rno.ebay.com,13921
hdc49-mcc10-01-0710-1903-024-tess0035.stratus.rno.ebay.com,13864
hdc49-mcc10-01-0710-2510-008-tess0035.stratus.rno.ebay.com,11796
hdc49-mcc10-01-0910-2703-021-tess0028.stratus.rno.ebay.com,11369
hdc49-mcc10-01-0710-3509-004-tess0035.stratus.rno.ebay.com,10839
hdc49-mcc10-01-0710-3908-015-tess0035.stratus.rno.ebay.com,10457
hdc49-mcc10-01-0910-1710-040-tess0028.stratus.rno.ebay.com,10335
hdc49-mcc10-01-0710-3302-006-tess0035.stratus.rno.ebay.com,10030
hdc49-mcc10-01-0710-1902-011-tess0035.stratus.rno.ebay.com,9960
hdc49-mcc10-01-0710-4102-031-tess0035.stratus.rno.ebay.com,9626
hdc49-mcc10-01-0910-1710-035-tess0028.stratus.rno.ebay.com,9476
hdc49-mcc10-01-0710-3908-008-tess0035.stratus.rno.ebay.com,9437
hdc49-mcc10-01-0710-3908-020-tess0035.stratus.rno.ebay.com,9397
hdc49-mcc10-01-0710-2003-037-tess0035.stratus.rno.ebay.com,9208
hdc49-mcc10-01-0710-4105-014-tess0035.stratus.rno.ebay.com,9058
hdc49-mcc10-01-0710-3709-002-tess0035.stratus.rno.ebay.com,9040
hdc49-mcc10-01-0710-2510-017-tess0035.stratus.rno.ebay.com,8688
hdc49-mcc10-01-0710-2605-010-tess0035.stratus.rno.ebay.com,8675
hdc49-mcc10-01-0710-2510-039-tess0035.stratus.rno.ebay.com,7910
hdc49-mcc10-01-0710-3409-037-tess0035.stratus.rno.ebay.com,7636
hdc49-mcc10-01-0710-2104-028-tess0035.stratus.rno.ebay.com,6886
hdc49-mcc10-01-0710-2603-039-tess0035.stratus.rno.ebay.com,6862
hdc49-mcc10-01-0710-1903-036-tess0035.stratus.rno.ebay.com,6846
hdc49-mcc10-01-0710-3908-001-tess0035.stratus.rno.ebay.com,6679
hdc49-mcc10-01-0910-1710-017-tess0028.stratus.rno.ebay.com,6582
hdc49-mcc10-01-0710-4102-016-tess0035.stratus.rno.ebay.com,6552
hdc49-mcc10-01-0710-3708-028-tess0035.stratus.rno.ebay.com,6544
hdc49-mcc10-01-0710-2604-019-tess0035.stratus.rno.ebay.com,6451
hdc49-mcc10-01-0710-3804-020-tess0035.stratus.rno.ebay.com,6408
hdc49-mcc10-01-0710-2605-022-tess0035.stratus.rno.ebay.com,6322
hdc49-mcc10-01-0910-1701-021-tess0028.stratus.rno.ebay.com,6270
hdc49-mcc10-01-0710-2102-025-tess0035.stratus.rno.ebay.com,6268
hdc49-mcc10-01-0710-3302-013-tess0035.stratus.rno.ebay.com,5986
hdc49-mcc10-01-0710-2604-032-tess0035.stratus.rno.ebay.com,5856
hdc49-mcc10-01-0910-1901-023-tess0028.stratus.rno.ebay.com,5446
hdc49-mcc10-01-0710-1804-037-tess0035.stratus.rno.ebay.com,5298
hdc49-mcc10-01-0710-1903-020-tess0035.stratus.rno.ebay.com,4922
hdc49-mcc10-01-0710-1804-032-tess0035.stratus.rno.ebay.com,4795
hdc49-mcc10-01-0710-3709-019-tess0035.stratus.rno.ebay.com,4752
hdc49-mcc10-01-0710-2003-004-tess0035.stratus.rno.ebay.com,4741
hdc49-mcc10-01-0710-3709-039-tess0035.stratus.rno.ebay.com,4645
hdc49-mcc10-01-0710-1903-010-tess0035.stratus.rno.ebay.com,4545
hdc49-mcc10-01-0710-2003-001-tess0035.stratus.rno.ebay.com,4510
hdc49-mcc10-01-0710-2102-009-tess0035.stratus.rno.ebay.com,4462
hdc49-mcc10-01-0910-1701-001-tess0028.stratus.rno.ebay.com,4373
hdc49-mcc10-01-0710-3509-007-tess0035.stratus.rno.ebay.com,4340
hdc49-mcc10-01-0710-2202-002-tess0035.stratus.rno.ebay.com,4277
hdc49-mcc10-01-0910-1901-015-tess0028.stratus.rno.ebay.com,4266
hdc49-mcc10-01-0710-4205-036-tess0035.stratus.rno.ebay.com,3889
hdc49-mcc10-01-0710-2202-024-tess0035.stratus.rno.ebay.com,3734
hdc49-mcc10-01-0710-2202-023-tess0035.stratus.rno.ebay.com,3048
hdc49-mcc10-01-0710-3804-002-tess0035.stratus.rno.ebay.com,203
hdc49-mcc10-01-0710-3503-011-tess0035.stratus.rno.ebay.com,163
hdc49-mcc10-01-0710-3509-016-tess0035.stratus.rno.ebay.com,46
hdc49-mcc10-01-0710-2104-014-tess0035.stratus.rno.ebay.com,45
hdc49-mcc10-01-0710-3908-029-tess0035.stratus.rno.ebay.com,29
hdc49-mcc10-01-0710-4105-015-tess0035.stratus.rno.ebay.com,28
hdc49-mcc10-01-0710-2604-024-tess0035.stratus.rno.ebay.com,28
