Hosts,CpuTime(ms)
hdc49-mcc10-01-0710-3302-014-tess0035.stratus.rno.ebay.com,227671
hdc49-mcc10-01-0710-3708-007-tess0035.stratus.rno.ebay.com,135262
hdc49-mcc10-01-0710-1804-035-tess0035.stratus.rno.ebay.com,112244
hdc49-mcc10-01-0710-2604-029-tess0035.stratus.rno.ebay.com,74507
hdc49-mcc10-01-0910-2703-037-tess0028.stratus.rno.ebay.com,69451
hdc49-mcc10-01-0710-2603-014-tess0035.stratus.rno.ebay.com,68683
hdc49-mcc10-01-0710-2605-026-tess0035.stratus.rno.ebay.com,67933
hdc49-mcc10-01-0710-2003-017-tess0035.stratus.rno.ebay.com,65387
hdc49-mcc10-01-0710-2202-028-tess0035.stratus.rno.ebay.com,64557
hdc49-mcc10-01-0710-1804-030-tess0035.stratus.rno.ebay.com,60994
hdc49-mcc10-01-0910-1803-023-tess0028.stratus.rno.ebay.com,59889
hdc49-mcc10-01-0710-3709-007-tess0035.stratus.rno.ebay.com,59635
hdc49-mcc10-01-0710-3908-040-tess0035.stratus.rno.ebay.com,59544
hdc49-mcc10-01-0710-2603-031-tess0035.stratus.rno.ebay.com,59410
hdc49-mcc10-01-0710-2104-017-tess0035.stratus.rno.ebay.com,59328
hdc49-mcc10-01-0710-3709-021-tess0035.stratus.rno.ebay.com,57213
hdc49-mcc10-01-0710-2605-004-tess0035.stratus.rno.ebay.com,56855
hdc49-mcc10-01-0710-4205-014-tess0035.stratus.rno.ebay.com,56242
hdc49-mcc10-01-0710-4205-001-tess0035.stratus.rno.ebay.com,55771
hdc49-mcc10-01-0710-3509-035-tess0035.stratus.rno.ebay.com,55386
hdc49-mcc10-01-0710-4205-016-tess0035.stratus.rno.ebay.com,55006
hdc49-mcc10-01-0710-1902-026-tess0035.stratus.rno.ebay.com,54409
hdc49-mcc10-01-0710-3409-024-tess0035.stratus.rno.ebay.com,52432
hdc49-mcc10-01-0710-3503-026-tess0035.stratus.rno.ebay.com,51833
hdc49-mcc10-01-0910-1803-038-tess0028.stratus.rno.ebay.com,51476
hdc49-mcc10-01-0710-2003-005-tess0035.stratus.rno.ebay.com,50503
hdc49-mcc10-01-0710-1804-016-tess0035.stratus.rno.ebay.com,50356
hdc49-mcc10-01-0710-2510-036-tess0035.stratus.rno.ebay.com,50234
hdc49-mcc10-01-0710-3709-011-tess0035.stratus.rno.ebay.com,48500
