host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-3908-008-tess0035.stratus.rno.ebay.com,14495,SUCCESS,5940.633893824804
hdc49-mcc10-01-0710-2510-017-tess0035.stratus.rno.ebay.com,12874,SUCCESS,5822.902469547806
hdc49-mcc10-01-0910-1710-040-tess0028.stratus.rno.ebay.com,15101,SUCCESS,5682.427607059982
hdc49-mcc10-01-0710-2003-037-tess0035.stratus.rno.ebay.com,14290,SUCCESS,5545.613471734747
hdc49-mcc10-01-0710-3302-039-tess0035.stratus.rno.ebay.com,15540,SUCCESS,5512.044738457342
hdc49-mcc10-01-0710-3302-006-tess0035.stratus.rno.ebay.com,15612,SUCCESS,5488.547460619228
hdc49-mcc10-01-0710-2510-039-tess0035.stratus.rno.ebay.com,13787,SUCCESS,5407.723814688566
hdc49-mcc10-01-0710-3709-002-tess0035.stratus.rno.ebay.com,14068,SUCCESS,5268.536787014563
hdc49-mcc10-01-0710-1902-011-tess0035.stratus.rno.ebay.com,14881,SUCCESS,5248.998214158154
hdc49-mcc10-01-0710-2603-014-tess0035.stratus.rno.ebay.com,17068,SUCCESS,5199.77131735047
hdc49-mcc10-01-0710-2605-010-tess0035.stratus.rno.ebay.com,15901,SUCCESS,4666.560673633761
hdc49-mcc10-01-0710-3509-004-tess0035.stratus.rno.ebay.com,18838,SUCCESS,4664.031644156714
hdc49-mcc10-01-0710-2510-008-tess0035.stratus.rno.ebay.com,18111,SUCCESS,4250.467460087083
hdc49-mcc10-01-0910-1710-035-tess0028.stratus.rno.ebay.com,20213,SUCCESS,4181.792259533296
hdc49-mcc10-01-0710-3509-001-tess0035.stratus.rno.ebay.com,27196,SUCCESS,3250.6673402766983
hdc49-mcc10-01-0710-2604-021-tess0035.stratus.rno.ebay.com,28230,SUCCESS,3078.8956043956046
hdc49-mcc10-01-0710-3908-015-tess0035.stratus.rno.ebay.com,29502,SUCCESS,2937.5036687631027
hdc49-mcc10-01-0710-4102-031-tess0035.stratus.rno.ebay.com,36093,SUCCESS,2357.848124272286
hdc49-mcc10-01-0710-3908-020-tess0035.stratus.rno.ebay.com,37777,SUCCESS,2280.9704254395483
hdc49-mcc10-01-0710-4105-014-tess0035.stratus.rno.ebay.com,52102,SUCCESS,1635.5836782506833
