host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-1804-023-tess0035.stratus.rno.ebay.com,24214,SUCCESS,3.9127355560157384
hdc49-mcc10-01-0710-3306-014-tess0035.stratus.rno.ebay.com,28331,SUCCESS,3.472401103955842
hdc49-mcc10-01-0710-2604-005-tess0035.stratus.rno.ebay.com,28894,SUCCESS,3.432348043297252
hdc49-mcc10-01-0710-3709-006-tess0035.stratus.rno.ebay.com,32152,SUCCESS,3.0196420776953294
hdc49-mcc10-01-0710-3306-007-tess0035.stratus.rno.ebay.com,33370,SUCCESS,2.936535111431489
hdc49-mcc10-01-0710-3708-033-tess0035.stratus.rno.ebay.com,35683,SUCCESS,2.765834339802826
hdc49-mcc10-01-0710-2604-035-tess0035.stratus.rno.ebay.com,36290,SUCCESS,2.7271522447401844
hdc49-mcc10-01-0710-3409-022-tess0035.stratus.rno.ebay.com,38701,SUCCESS,2.57416899658279
hdc49-mcc10-01-0710-2509-033-tess0035.stratus.rno.ebay.com,39589,SUCCESS,2.471378682052839
hdc49-mcc10-01-0710-3708-005-tess0035.stratus.rno.ebay.com,40992,SUCCESS,2.451644431412794
hdc49-mcc10-01-0710-2605-001-tess0035.stratus.rno.ebay.com,40284,SUCCESS,2.4287526427061312
hdc49-mcc10-01-0710-2509-015-tess0035.stratus.rno.ebay.com,41046,SUCCESS,2.4197213447929675
hdc49-mcc10-01-0710-3302-029-tess0035.stratus.rno.ebay.com,40974,SUCCESS,2.3907143904943524
hdc49-mcc10-01-0710-3804-022-tess0035.stratus.rno.ebay.com,47842,SUCCESS,2.0756976281688964
hdc49-mcc10-01-0910-2703-037-tess0028.stratus.rno.ebay.com,49693,SUCCESS,1.960029831492381
hdc49-mcc10-01-0710-4102-025-tess0035.stratus.rno.ebay.com,50622,SUCCESS,1.925423930034231
hdc49-mcc10-01-0910-1710-031-tess0028.stratus.rno.ebay.com,52308,SUCCESS,1.848891526591875
hdc49-mcc10-01-0710-3509-035-tess0035.stratus.rno.ebay.com,59178,SUCCESS,1.6433078992335932
hdc49-mcc10-01-0710-3302-014-tess0035.stratus.rno.ebay.com,239621,SUCCESS,0.4084121941750815
hdc49-mcc10-01-0910-1901-011-tess0028.stratus.rno.ebay.com,258615,RUNNING,
