host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0910-2703-030-tess0028.stratus.rno.ebay.com,41017,SUCCESS,24732.748972502202
hdc49-mcc10-01-0710-4205-015-tess0035.stratus.rno.ebay.com,42747,SUCCESS,23904.161561913697
hdc49-mcc10-01-0710-3409-038-tess0035.stratus.rno.ebay.com,45948,SUCCESS,22017.881374045803
hdc49-mcc10-01-0710-2604-020-tess0035.stratus.rno.ebay.com,49179,SUCCESS,20683.787689235724
hdc49-mcc10-01-0710-2202-004-tess0035.stratus.rno.ebay.com,49692,SUCCESS,20403.15118345585
hdc49-mcc10-01-0710-3709-015-tess0035.stratus.rno.ebay.com,51699,SUCCESS,19718.25229224417
hdc49-mcc10-01-0710-3602-001-tess0035.stratus.rno.ebay.com,52030,SUCCESS,19581.771987597975
hdc49-mcc10-01-0710-2605-004-tess0035.stratus.rno.ebay.com,55466,SUCCESS,18408.77894204365
hdc49-mcc10-01-0710-2003-005-tess0035.stratus.rno.ebay.com,56000,SUCCESS,18243.688009875485
hdc49-mcc10-01-0710-3804-016-tess0035.stratus.rno.ebay.com,56886,SUCCESS,17786.286194752596
hdc49-mcc10-01-0710-3709-021-tess0035.stratus.rno.ebay.com,63255,SUCCESS,16001.99923992906
hdc49-mcc10-01-0710-1902-026-tess0035.stratus.rno.ebay.com,65378,SUCCESS,15537.946723258201
hdc49-mcc10-01-0710-2603-014-tess0035.stratus.rno.ebay.com,66695,SUCCESS,15354.400345345346
hdc49-mcc10-01-0710-1804-035-tess0035.stratus.rno.ebay.com,66678,SUCCESS,15266.647220511588
hdc49-mcc10-01-0710-2603-031-tess0035.stratus.rno.ebay.com,67343,SUCCESS,15104.305263471006
hdc49-mcc10-01-0710-4205-001-tess0035.stratus.rno.ebay.com,69991,SUCCESS,14616.789495527728
hdc49-mcc10-01-0710-2003-017-tess0035.stratus.rno.ebay.com,70036,SUCCESS,14479.328729321265
hdc49-mcc10-01-0710-2605-026-tess0035.stratus.rno.ebay.com,81856,SUCCESS,12350.770361852568
hdc49-mcc10-01-0710-3708-007-tess0035.stratus.rno.ebay.com,88306,SUCCESS,11523.948565922232
hdc49-mcc10-01-0710-3708-007-tess0035.stratus.rno.ebay.com,89618,SUCCESS,11485.088483020554
