CPUBound,IOBound,MemBound,MixBound,ResourceLimit,dataSkew,numTasks,stageId,status,submissionTime
1,0,0,0,0,0,202,110546,ACTIVE,2020-07-30T05:51:05.797GMT
1,0,0,0,0,0,1334,110543,ACTIVE,2020-07-30T05:50:47.496GMT
1,0,0,0,0,0,1334,110542,ACTIVE,2020-07-30T05:50:47.426GMT
1,0,0,0,0,0,3000,110541,ACTIVE,2020-07-30T05:50:47.363GMT
0,0,0,0,0,1,25,109712,ACTIVE,2020-07-30T05:41:13.419GMT
