host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-3302-023-tess0035.stratus.rno.ebay.com,16552,SUCCESS,7653.78367699716
hdc49-mcc10-01-0710-3708-020-tess0035.stratus.rno.ebay.com,16453,SUCCESS,7605.068858368032
hdc49-mcc10-01-0710-3602-025-tess0035.stratus.rno.ebay.com,14597,SUCCESS,7542.269566441441
hdc49-mcc10-01-0710-3908-024-tess0035.stratus.rno.ebay.com,17076,SUCCESS,7332.990608362745
hdc49-mcc10-01-0710-2003-027-tess0035.stratus.rno.ebay.com,18326,SUCCESS,6909.8168818161585
hdc49-mcc10-01-0710-1903-034-tess0035.stratus.rno.ebay.com,16120,SUCCESS,6825.427855965513
hdc49-mcc10-01-0710-2202-007-tess0035.stratus.rno.ebay.com,16333,SUCCESS,6720.020676691729
hdc49-mcc10-01-0710-3503-002-tess0035.stratus.rno.ebay.com,18650,SUCCESS,6707.892583260298
hdc49-mcc10-01-0710-3509-025-tess0035.stratus.rno.ebay.com,19868,SUCCESS,6382.01348026653
hdc49-mcc10-01-0710-2603-020-tess0035.stratus.rno.ebay.com,19606,SUCCESS,6363.334686654174
hdc49-mcc10-01-0710-2104-029-tess0035.stratus.rno.ebay.com,21475,SUCCESS,6008.570173355498
hdc49-mcc10-01-0710-3509-032-tess0035.stratus.rno.ebay.com,18898,SUCCESS,5815.027050421986
hdc49-mcc10-01-0710-2604-001-tess0035.stratus.rno.ebay.com,22059,SUCCESS,5782.220991926182
hdc49-mcc10-01-0710-2604-020-tess0035.stratus.rno.ebay.com,22473,SUCCESS,5631.1079733466295
hdc49-mcc10-01-0710-3709-016-tess0035.stratus.rno.ebay.com,22287,SUCCESS,5600.839603236275
hdc49-mcc10-01-0710-3503-036-tess0035.stratus.rno.ebay.com,20956,SUCCESS,5307.155612865554
hdc49-mcc10-01-0710-3709-036-tess0035.stratus.rno.ebay.com,24423,SUCCESS,5175.553219775655
hdc49-mcc10-01-0710-3709-027-tess0035.stratus.rno.ebay.com,25672,SUCCESS,4839.503719237161
hdc49-mcc10-01-0910-1901-038-tess0028.stratus.rno.ebay.com,26117,SUCCESS,4262.833287932443
hdc49-mcc10-01-0710-2102-028-tess0035.stratus.rno.ebay.com,26444,RUNNING,
