host,duration,status,taskCpuRate,taskMetrics.executorRunTime,taskMetrics.executorCpuTime
hdc49-mcc10-01-0710-4105-004-tess0035.stratus.rno.ebay.com,15244,SUCCESS,0.7578252585737616,14696,11137
hdc49-mcc10-01-0710-3602-035-tess0035.stratus.rno.ebay.com,17032,SUCCESS,0.7525547445255475,16440,12372
hdc49-mcc10-01-0710-2603-025-tess0035.stratus.rno.ebay.com,13994,SUCCESS,0.7388265040529486,13447,9935
hdc49-mcc10-01-0710-3302-015-tess0035.stratus.rno.ebay.com,17310,SUCCESS,0.7365498298202663,16747,12335
hdc49-mcc10-01-0710-3302-004-tess0035.stratus.rno.ebay.com,14628,SUCCESS,0.7293201133144476,14120,10298
hdc49-mcc10-01-0710-2104-029-tess0035.stratus.rno.ebay.com,12567,SUCCESS,0.7214748380667663,12042,8688
hdc49-mcc10-01-0710-3804-008-tess0035.stratus.rno.ebay.com,10505,SUCCESS,0.6983363399478854,9978,6968
hdc49-mcc10-01-0710-3503-028-tess0035.stratus.rno.ebay.com,9639,SUCCESS,0.6961259079903148,9086,6325
hdc49-mcc10-01-0710-3708-032-tess0035.stratus.rno.ebay.com,8134,SUCCESS,0.694794952681388,7608,5286
hdc49-mcc10-01-0710-3509-025-tess0035.stratus.rno.ebay.com,11980,SUCCESS,0.6914076143904995,11452,7918
hdc49-mcc10-01-0710-4102-027-tess0035.stratus.rno.ebay.com,14894,SUCCESS,0.6794451801770405,14347,9748
hdc49-mcc10-01-0910-1710-007-tess0028.stratus.rno.ebay.com,11231,SUCCESS,0.6685724997656762,10669,7133
hdc49-mcc10-01-0710-3908-024-tess0035.stratus.rno.ebay.com,9724,SUCCESS,0.6511577345363626,9199,5990
hdc49-mcc10-01-0710-4102-010-tess0035.stratus.rno.ebay.com,9978,SUCCESS,0.6488354780389237,9403,6101
hdc49-mcc10-01-0710-4102-039-tess0035.stratus.rno.ebay.com,25434,SUCCESS,0.6371859296482412,24875,15850
hdc49-mcc10-01-0710-3409-027-tess0035.stratus.rno.ebay.com,12614,SUCCESS,0.6366122482804343,12067,7682
hdc49-mcc10-01-0710-3302-040-tess0035.stratus.rno.ebay.com,8496,SUCCESS,0.63509784244857,7972,5063
hdc49-mcc10-01-0710-2003-019-tess0035.stratus.rno.ebay.com,14453,SUCCESS,0.6160011553180735,13849,8531
hdc49-mcc10-01-0710-2003-027-tess0035.stratus.rno.ebay.com,10020,SUCCESS,0.60509754562618,9534,5769
hdc49-mcc10-01-0910-1701-028-tess0028.stratus.rno.ebay.com,11942,SUCCESS,0.4805217543552482,11423,5489
