host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-3302-037-tess0035.stratus.rno.ebay.com,9093,SUCCESS,9058.28283873936
hdc49-mcc10-01-0710-3709-009-tess0035.stratus.rno.ebay.com,9355,SUCCESS,8818.163267593007
hdc49-mcc10-01-0710-3302-039-tess0035.stratus.rno.ebay.com,9561,SUCCESS,8708.21977302488
hdc49-mcc10-01-0710-4205-007-tess0035.stratus.rno.ebay.com,10102,SUCCESS,8327.427685309625
hdc49-mcc10-01-0710-2604-040-tess0035.stratus.rno.ebay.com,10154,SUCCESS,8131.15997937081
hdc49-mcc10-01-0710-3804-001-tess0035.stratus.rno.ebay.com,9199,SUCCESS,7897.109351862399
hdc49-mcc10-01-0910-1803-025-tess0028.stratus.rno.ebay.com,10554,SUCCESS,7897.009569850039
hdc49-mcc10-01-0710-2510-018-tess0035.stratus.rno.ebay.com,9230,SUCCESS,7870.850306887929
hdc49-mcc10-01-0710-2605-037-tess0035.stratus.rno.ebay.com,9349,SUCCESS,7736.339908102656
hdc49-mcc10-01-0710-3908-034-tess0035.stratus.rno.ebay.com,9599,SUCCESS,7531.298245614035
hdc49-mcc10-01-0710-3709-025-tess0035.stratus.rno.ebay.com,11089,SUCCESS,7453.5859360389
hdc49-mcc10-01-0710-2102-019-tess0035.stratus.rno.ebay.com,12039,SUCCESS,7031.510636457973
hdc49-mcc10-01-0910-1710-029-tess0028.stratus.rno.ebay.com,12022,SUCCESS,6876.528038590748
hdc49-mcc10-01-0710-2603-009-tess0035.stratus.rno.ebay.com,11634,SUCCESS,6329.323642889188
hdc49-mcc10-01-0710-3602-037-tess0035.stratus.rno.ebay.com,13779,SUCCESS,6019.439359783589
hdc49-mcc10-01-0710-3908-006-tess0035.stratus.rno.ebay.com,13083,SUCCESS,5574.421984126984
hdc49-mcc10-01-0910-1803-015-tess0028.stratus.rno.ebay.com,14839,SUCCESS,5460.130172174396
hdc49-mcc10-01-0710-2104-029-tess0035.stratus.rno.ebay.com,14885,SUCCESS,5436.515325537951
hdc49-mcc10-01-0710-3709-016-tess0035.stratus.rno.ebay.com,28973,KILLED,
hdc49-mcc10-01-0710-3302-025-tess0035.stratus.rno.ebay.com,30052,KILLED,
